nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,otherManager,Sole,Shared,None,putCall
ABENGOA YIELD PLC,CMN,G00349103,51221,2655317,SH,DFND,1,2655317,0,0,
ABENGOA YIELD PLC,CMN,G00349103,238,12322,SH,DFND,2,12322,0,0,
ABEONA THERAPEUTICS INC,CMN,00289Y107,75,22221,SH,DFND,1,22221,0,0,
ABERCROMBIE & FITCH CO,CMN,002896207,28254,1046430,SH,DFND,1,1046430,0,0,
ABERCROMBIE & FITCH CO,CMN,002896207,2708,100300,SH,DFND,1,100300,0,0,Put
ABERCROMBIE & FITCH CO,CMN,002896207,7482,277100,SH,DFND,1,277100,0,0,Call
ABERCROMBIE & FITCH CO,CMN,002896207,646,23942,SH,DFND,2,23942,0,0,
ABIOMED INC,CMN,003654100,464,5144,SH,DFND,1,5144,0,0,
ABIOMED INC,CMN,003654100,24527,271682,SH,DFND,2,271682,0,0,
ABM INDS INC,CMN,000957100,1334,46862,SH,DFND,1,46862,0,0,
ABM INDS INC,CMN,000957100,62903,2209450,SH,DFND,2,2104922,0,104528,
ABRAXAS PETE CORP,CMN,003830106,158,149296,SH,DFND,1,149296,0,0,
ACACIA RESH CORP,CMN,003881307,287,66822,SH,DFND,1,66822,0,0,
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,2303,36878,SH,DFND,1,36878,0,0,
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,32375,518327,SH,DFND,2,518327,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,2990,83874,SH,DFND,1,83874,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,1783,50000,SH,DFND,1,50000,0,0,Put
ACADIA PHARMACEUTICALS INC,CMN,004225108,1783,50000,SH,DFND,1,50000,0,0,Call
ACADIA PHARMACEUTICALS INC,CMN,004225108,1387,38905,SH,DFND,2,38905,0,0,
ACADIA RLTY TR,CMN,004239109,4348,131161,SH,DFND,1,131161,0,0,
ACADIA RLTY TR,CMN,004239109,102844,3102389,SH,DFND,2,2941570,0,160819,
ACADIA RLTY TR,CMN,004239109,424,12789,SH,DFND,6,12789,0,0,
ACCELERATE DIAGNOSTICS INC,CMN,00430H102,242,11244,SH,DFND,1,11244,0,0,
ACCELERON PHARMA INC,CMN,00434H108,168,3439,SH,DFND,1,3439,0,0,
ACCELERON PHARMA INC,CMN,00434H108,7314,150000,SH,DFND,1,150000,0,0,Put
ACCELERON PHARMA INC,CMN,00434H108,7314,150000,SH,DFND,1,150000,0,0,Call
ACCELERON PHARMA INC,CMN,00434H108,631,12942,SH,DFND,2,12942,0,0,
ACCENTURE PLC IRELAND,CMN,G1151C101,220085,2106075,SH,DFND,1,2012049,0,94026,
ACCENTURE PLC IRELAND,CMN,G1151C101,8475,81100,SH,DFND,1,81100,0,0,Call
ACCENTURE PLC IRELAND,CMN,G1151C101,14640,140100,SH,DFND,1,140100,0,0,Put
ACCENTURE PLC IRELAND,CMN,G1151C101,120003,1148351,SH,DFND,2,1076862,0,71489,
ACCENTURE PLC IRELAND,CMN,G1151C101,1647,15762,SH,OTR,"6,2",0,15762,0,
ACCO BRANDS CORP,CMN,00081T108,358,50185,SH,DFND,1,50185,0,0,
ACCO BRANDS CORP,CMN,00081T108,691,96970,SH,DFND,2,96970,0,0,
ACCO BRANDS CORP,CMN,00081T108,213,29822,SH,DFND,6,29822,0,0,
ACCURAY INC,CMN,004397105,1683,249365,SH,DFND,1,249365,0,0,
ACCURAY INC,CMN,004397105,108,16045,SH,DFND,2,16045,0,0,
ACCURIDE CORP NEW,CMN,00439T206,141,84667,SH,DFND,1,84667,0,0,
ACCURIDE CORP NEW,CMN,00439T206,21,12498,SH,DFND,2,12498,0,0,
ACE LTD,CMN,H0023R105,137135,1173596,SH,DFND,1,1163837,0,9759,
ACE LTD,CMN,H0023R105,1846,15800,SH,DFND,1,15800,0,0,Call
ACE LTD,CMN,H0023R105,1718,14700,SH,DFND,1,14700,0,0,Put
ACE LTD,CMN,H0023R105,33564,287244,SH,DFND,2,277392,0,9852,
ACE LTD,CMN,H0023R105,1516,12972,SH,DFND,6,12972,0,0,
ACELRX PHARMACEUTICALS INC,CMN,00444T100,66,17081,SH,DFND,1,17081,0,0,
ACETO CORP,CMN,004446100,491,18195,SH,DFND,1,18195,0,0,
ACETO CORP,CMN,004446100,332,12290,SH,DFND,2,12290,0,0,
ACHAOGEN INC,CMN,004449104,111,19335,SH,DFND,1,19335,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,12353,1144878,SH,DFND,1,1144878,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,18507,1715200,SH,DFND,1,1715200,0,0,Call
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,400,37100,SH,DFND,1,37100,0,0,Put
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,16008,1483570,SH,DFND,2,1483570,0,0,
ACI WORLDWIDE INC,CMN,004498101,477,22271,SH,DFND,1,22225,0,46,
ACI WORLDWIDE INC,CMN,004498101,2176,101680,SH,DFND,2,101680,0,0,
ACORDA THERAPEUTICS INC,CMN,00484M106,8771,205020,SH,DFND,1,205020,0,0,
ACORDA THERAPEUTICS INC,CMN,00484M106,1711,40000,SH,DFND,1,40000,0,0,Call
ACORDA THERAPEUTICS INC,CMN,00484M106,12406,290000,SH,DFND,1,290000,0,0,Put
ACORDA THERAPEUTICS INC,CMN,00484M106,386,9022,SH,DFND,2,9022,0,0,
ACRE RLTY INVS INC,CMN,00489F106,25,19935,SH,DFND,1,19935,0,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,79104,2043515,SH,DFND,1,2043515,0,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,23849,616100,SH,DFND,1,616100,0,0,Put
ACTIVISION BLIZZARD INC,CMN,00507V109,76460,1975200,SH,DFND,1,1975200,0,0,Call
ACTIVISION BLIZZARD INC,CMN,00507V109,31500,813750,SH,DFND,2,810333,0,3417,
ACTIVISION BLIZZARD INC,CMN,00507V109,302,7799,SH,DFND,6,7799,0,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,599,15462,SH,DFND,7,15462,0,0,
ACTUA CORP,CMN,005094107,176,15398,SH,DFND,1,15398,0,0,
ACTUANT CORP,CMN,00508X203,2993,124922,SH,DFND,1,124922,0,0,
ACTUANT CORP,CMN,00508X203,53,2200,SH,DFND,1,2200,0,0,Put
ACTUANT CORP,CMN,00508X203,7,300,SH,DFND,1,300,0,0,Call
ACTUANT CORP,CMN,00508X203,16499,688621,SH,DFND,2,651650,0,36971,
ACUITY BRANDS INC,CMN,00508Y102,74302,317800,SH,DFND,1,303989,0,13811,
ACUITY BRANDS INC,CMN,00508Y102,34280,146623,SH,DFND,2,115753,0,30870,
ACXIOM CORP,CMN,005125109,409,19550,SH,DFND,1,19550,0,0,
ACXIOM CORP,CMN,005125109,15,700,SH,DFND,1,700,0,0,Put
ACXIOM CORP,CMN,005125109,71,3400,SH,DFND,1,3400,0,0,Call
ACXIOM CORP,CMN,005125109,716,34208,SH,DFND,2,34208,0,0,
ACXIOM CORP,CMN,005125109,267,12778,SH,DFND,6,12778,0,0,
ADAMAS PHARMACEUTICALS INC,CMN,00548A106,304,10749,SH,DFND,1,10749,0,0,
ADCARE HEALTH SYSTEMS INC,CMN,00650W300,1734,696565,SH,DFND,1,696565,0,0,
ADECOAGRO S A,CMN,L00849106,1730,140731,SH,DFND,1,140731,0,0,
ADEPTUS HEALTH INC,CMN,006855100,797,14614,SH,DFND,1,14614,0,0,
ADEPTUS HEALTH INC,CMN,006855100,365,6700,SH,DFND,1,6700,0,0,Put
ADEPTUS HEALTH INC,CMN,006855100,107436,1970587,SH,DFND,2,1918675,0,51912,
ADEPTUS HEALTH INC,CMN,006855100,1,10,SH,DFND,6,10,0,0,
ADEPTUS HEALTH INC,CMN,006855100,241,4417,SH,OTR,"6,2",0,4417,0,
ADMA BIOLOGICS INC,CMN,000899104,107,13243,SH,DFND,1,13243,0,0,
ADOBE SYS INC,CMN,00724F101,104869,1116335,SH,DFND,1,1114506,0,1829,
ADOBE SYS INC,CMN,00724F101,26679,284000,SH,DFND,1,284000,0,0,Put
ADOBE SYS INC,CMN,00724F101,19558,208200,SH,DFND,1,208200,0,0,Call
ADOBE SYS INC,CMN,00724F101,88163,938506,SH,DFND,2,936593,0,1913,
ADOBE SYS INC,CMN,00724F101,2231,23749,SH,DFND,6,23749,0,0,
ADOBE SYS INC,CMN,00724F101,314,3344,SH,OTR,"6,2",0,3344,0,
ADTRAN INC,CMN,00738A106,1243,72210,SH,DFND,1,72210,0,0,
ADTRAN INC,CMN,00738A106,480,27900,SH,DFND,1,27900,0,0,Call
ADTRAN INC,CMN,00738A106,155,9000,SH,DFND,1,9000,0,0,Put
ADTRAN INC,CMN,00738A106,191,11104,SH,DFND,2,11104,0,0,
ADURO BIOTECH INC,CMN,00739L101,1027,36501,SH,DFND,1,36501,0,0,
ADVANCE AUTO PARTS INC,CMN,00751Y106,45075,299484,SH,DFND,1,299474,0,10,
ADVANCE AUTO PARTS INC,CMN,00751Y106,32706,217300,SH,DFND,1,217300,0,0,Call
ADVANCE AUTO PARTS INC,CMN,00751Y106,1806,12000,SH,DFND,1,12000,0,0,Put
ADVANCE AUTO PARTS INC,CMN,00751Y106,155779,1035008,SH,DFND,2,998849,0,36159,
ADVANCE AUTO PARTS INC,CMN,00751Y106,38,254,SH,DFND,6,254,0,0,
ADVANCE AUTO PARTS INC,CMN,00751Y106,361,2396,SH,OTR,"6,2",0,2396,0,
ADVANCED ENERGY INDS,CMN,007973100,887,31429,SH,DFND,1,31429,0,0,
ADVANCED ENERGY INDS,CMN,007973100,6369,225613,SH,DFND,2,225613,0,0,
ADVANCED MICRO DEVICES INC,CMN,007903107,22549,7856834,SH,DFND,1,7856834,0,0,
ADVANCED MICRO DEVICES INC,CMN,007903107,2032,707900,SH,DFND,1,707900,0,0,Call
ADVANCED MICRO DEVICES INC,CMN,007903107,35534,12381300,SH,DFND,1,12381300,0,0,Put
ADVANCED MICRO DEVICES INC,CMN,007903107,80,27703,SH,DFND,2,27703,0,0,
ADVANCED SEMICONDUCTOR ENGR,CMN,00756M404,270,47599,SH,DFND,1,47599,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,51,10116,SH,DFND,1,10116,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,8,1600,SH,DFND,1,1600,0,0,Call
ADVANTAGE OIL & GAS LTD,CMN,00765F101,75,14800,SH,DFND,1,14800,0,0,Put
ADVANTAGE OIL & GAS LTD,CMN,00765F101,469,92269,SH,DFND,2,92269,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,348,68456,SH,DFND,3,68456,0,0,
ADVISORSHARES TR,CMN,00768Y826,575,20483,SH,DFND,1,20483,0,0,
ADVISORY BRD CO,CMN,00762W107,2940,59268,SH,DFND,1,59268,0,0,
ADVISORY BRD CO,CMN,00762W107,15438,311181,SH,DFND,2,311181,0,0,
AECOM,CMN,00766T100,13451,447924,SH,DFND,1,447924,0,0,
AECOM,CMN,00766T100,363,12100,SH,DFND,1,12100,0,0,Put
AECOM,CMN,00766T100,802,26700,SH,DFND,1,26700,0,0,Call
AECOM,CMN,00766T100,3663,121983,SH,DFND,2,121983,0,0,
AEGEAN MARINE PETROLEUM NETW,CMN,Y0017S102,869,103954,SH,DFND,1,103954,0,0,
AEGEAN MARINE PETROLEUM NETW,CMN,Y0017S102,125,15000,SH,DFND,1,15000,0,0,Put
AEGERION PHARMACEUTICALS INC,CMN,00767E102,1005,99505,SH,DFND,1,99505,0,0,
AEGERION PHARMACEUTICALS INC,CMN,00767E102,623,61700,SH,DFND,1,61700,0,0,Call
AEGION CORP,CMN,00770F104,265,13714,SH,DFND,1,8119,0,5595,
AEGION CORP,CMN,00770F104,3796,196587,SH,DFND,2,196587,0,0,
AEGON N V,CMN,007924103,2951,520516,SH,DFND,2,520516,0,0,
AEMETIS INC,CMN,00770K202,179,61763,SH,DFND,1,61763,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,57192,1325105,SH,DFND,1,1325105,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,3002,69562,SH,DFND,2,69150,0,412,
AERIE PHARMACEUTICALS INC,CMN,00771V108,313,12857,SH,DFND,1,12857,0,0,
AERIE PHARMACEUTICALS INC,CMN,00771V108,998,41000,SH,DFND,1,41000,0,0,Put
AERIE PHARMACEUTICALS INC,CMN,00771V108,234,9592,SH,DFND,2,9592,0,0,
AEROHIVE NETWORKS INC,CMN,007786106,93,18247,SH,DFND,1,8247,0,10000,
AEROPOSTALE,CMN,007865108,30,108684,SH,DFND,1,108684,0,0,
AEROPOSTALE,CMN,007865108,23,80500,SH,DFND,1,80500,0,0,Call
AEROPOSTALE,CMN,007865108,24,86000,SH,DFND,1,86000,0,0,Put
AEROVIRONMENT INC,CMN,008073108,18561,629816,SH,DFND,2,629816,0,0,
AES CORP,CMN,00130H105,31800,3322838,SH,DFND,1,2378569,0,944269,
AES CORP,CMN,00130H105,240,25100,SH,DFND,1,25100,0,0,Put
AES CORP,CMN,00130H105,302,31600,SH,DFND,1,31600,0,0,Call
AES CORP,CMN,00130H105,13194,1378675,SH,DFND,2,1336424,0,42251,
AES CORP,CMN,00130H105,692,72304,SH,DFND,6,72304,0,0,
AES CORP,CMN,00130H105,971,101424,SH,OTR,"6,2",0,101424,0,
AETNA INC NEW,CMN,00817Y108,196651,1818825,SH,DFND,1,1812546,0,6279,
AETNA INC NEW,CMN,00817Y108,8758,81000,SH,DFND,1,81000,0,0,Call
AETNA INC NEW,CMN,00817Y108,26252,242800,SH,DFND,1,242800,0,0,Put
AETNA INC NEW,CMN,00817Y108,222281,2055876,SH,DFND,2,2020354,0,35522,
AETNA INC NEW,CMN,00817Y108,1358,12562,SH,DFND,6,12562,0,0,
AETNA INC NEW,CMN,00817Y108,4871,45053,SH,OTR,"6,2",0,45053,0,
AFFILIATED MANAGERS GROUP,CMN,008252108,22994,143926,SH,DFND,1,104359,0,39567,
AFFILIATED MANAGERS GROUP,CMN,008252108,1454,9100,SH,DFND,1,9100,0,0,Put
AFFILIATED MANAGERS GROUP,CMN,008252108,639,4000,SH,DFND,1,4000,0,0,Call
AFFILIATED MANAGERS GROUP,CMN,008252108,264210,1653796,SH,DFND,2,1594866,0,58930,
AFFILIATED MANAGERS GROUP,CMN,008252108,47042,294453,SH,DFND,3,0,0,294453,
AFFILIATED MANAGERS GROUP,CMN,008252108,2567,16067,SH,DFND,4,0,0,16067,
AFFILIATED MANAGERS GROUP,CMN,008252108,431,2698,SH,DFND,6,2698,0,0,
AFFILIATED MANAGERS GROUP,CMN,008252108,4321,27048,SH,OTR,"6,2",0,27048,0,
AFFIMED N V,CMN,N01045108,223,31286,SH,DFND,1,31286,0,0,
AFFYMETRIX INC,CMN,00826T108,393,38914,SH,DFND,1,38914,0,0,
AFFYMETRIX INC,CMN,00826T108,131,13008,SH,DFND,2,13008,0,0,
AFLAC INC,CMN,001055102,188839,3152577,SH,DFND,1,3142838,0,9739,
AFLAC INC,CMN,001055102,13705,228800,SH,DFND,1,228800,0,0,Put
AFLAC INC,CMN,001055102,24044,401400,SH,DFND,1,401400,0,0,Call
AFLAC INC,CMN,001055102,26022,434421,SH,DFND,2,430400,0,4021,
AFLAC INC,CMN,001055102,917,15309,SH,DFND,6,15309,0,0,
AG MTG INVT TR INC,CMN,001228105,1130,88029,SH,DFND,2,88029,0,0,
AGCO CORP,CMN,001084102,23278,512852,SH,DFND,1,512452,0,400,
AGCO CORP,CMN,001084102,513,11300,SH,DFND,1,11300,0,0,Put
AGCO CORP,CMN,001084102,1085,23900,SH,DFND,1,23900,0,0,Call
AGCO CORP,CMN,001084102,2988,65829,SH,DFND,2,62095,0,3734,
AGCO CORP,CMN,001084102,246,5409,SH,DFND,6,5409,0,0,
AGENUS INC,CMN,00847G705,84,18469,SH,DFND,1,18469,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,98950,2366658,SH,DFND,1,2360888,0,5770,
AGILENT TECHNOLOGIES INC,CMN,00846U101,42947,1027200,SH,DFND,1,1027200,0,0,Call
AGILENT TECHNOLOGIES INC,CMN,00846U101,1392,33300,SH,DFND,1,33300,0,0,Put
AGILENT TECHNOLOGIES INC,CMN,00846U101,109391,2616391,SH,DFND,2,2479208,0,137183,
AGILENT TECHNOLOGIES INC,CMN,00846U101,356,8506,SH,DFND,6,8506,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,264,6311,SH,OTR,"6,2",0,6311,0,
AGIOS PHARMACEUTICALS INC,CMN,00847X104,971,14963,SH,DFND,1,14958,0,5,
AGIOS PHARMACEUTICALS INC,CMN,00847X104,5843,90000,SH,DFND,1,90000,0,0,Call
AGL RES INC,CMN,001204106,71066,1113713,SH,DFND,1,1113303,0,410,
AGL RES INC,CMN,001204106,5337,83634,SH,DFND,2,83634,0,0,
AGNICO EAGLE MINES LTD,CMN,008474108,4212,160271,SH,DFND,1,160262,0,9,
AGNICO EAGLE MINES LTD,CMN,008474108,1921,73100,SH,DFND,1,73100,0,0,Call
AGNICO EAGLE MINES LTD,CMN,008474108,1280,48700,SH,DFND,1,48700,0,0,Put
AGNICO EAGLE MINES LTD,CMN,008474108,3284,124952,SH,DFND,2,124313,0,639,
AGNICO EAGLE MINES LTD,CMN,008474108,12125,461372,SH,DFND,3,461372,0,0,
AGREE REALTY CORP,CMN,008492100,947,27868,SH,DFND,1,27868,0,0,
AGRIA CORP,CMN,00850H103,14,10300,SH,DFND,1,10300,0,0,
AGRIUM INC,CMN,008916108,3945,44161,SH,DFND,1,44151,0,10,
AGRIUM INC,CMN,008916108,1054,11800,SH,DFND,1,11800,0,0,Put
AGRIUM INC,CMN,008916108,1563,17500,SH,DFND,1,17500,0,0,Call
AGRIUM INC,CMN,008916108,6861,76802,SH,DFND,2,75972,0,830,
AGRIUM INC,CMN,008916108,35732,399960,SH,DFND,3,399960,0,0,
AGROFRESH SOLUTIONS,CMN,00856G109,81,12782,SH,DFND,1,12782,0,0,
AIR LEASE CORP,CMN,00912X302,2450,73184,SH,DFND,1,73184,0,0,
AIR LEASE CORP,CMN,00912X302,137,4100,SH,DFND,1,4100,0,0,Put
AIR LEASE CORP,CMN,00912X302,124,3700,SH,DFND,1,3700,0,0,Call
AIR LEASE CORP,CMN,00912X302,1739,51930,SH,DFND,2,51930,0,0,
AIR LEASE CORP,CMN,00912X302,348,10394,SH,DFND,6,10394,0,0,
AIR METHODS CORP,CMN,009128307,1805,43049,SH,DFND,1,43049,0,0,
AIR METHODS CORP,CMN,009128307,600,14300,SH,DFND,1,14300,0,0,Put
AIR METHODS CORP,CMN,009128307,95972,2288854,SH,DFND,2,2217048,0,71806,
AIR METHODS CORP,CMN,009128307,633,15107,SH,DFND,6,15107,0,0,
AIR PRODS & CHEMS INC,CMN,009158106,58689,451070,SH,DFND,1,438264,0,12806,
AIR PRODS & CHEMS INC,CMN,009158106,15613,120000,SH,DFND,1,120000,0,0,Put
AIR PRODS & CHEMS INC,CMN,009158106,17955,138000,SH,DFND,1,138000,0,0,Call
AIR PRODS & CHEMS INC,CMN,009158106,17640,135578,SH,DFND,2,134631,0,947,
AIR PRODS & CHEMS INC,CMN,009158106,356,2735,SH,DFND,6,2735,0,0,
AIR TRANSPORT SERVICES GRP I,CMN,00922R105,335,33198,SH,DFND,1,33198,0,0,
AIR TRANSPORT SERVICES GRP I,CMN,00922R105,1100,109117,SH,DFND,2,109117,0,0,
AIRCASTLE LTD,CMN,G0129K104,919,43992,SH,DFND,1,43992,0,0,
AIRCASTLE LTD,CMN,G0129K104,307,14680,SH,DFND,6,14680,0,0,
AIRGAS INC,CMN,009363102,113848,823078,SH,DFND,1,823078,0,0,
AIRGAS INC,CMN,009363102,6680,48296,SH,DFND,2,40905,0,7391,
AIRGAS INC,CMN,009363102,449,3244,SH,DFND,6,3244,0,0,
AIXTRON SE,CMN,009606104,1337,306574,SH,DFND,1,306574,0,0,
AK STL HLDG CORP,CMN,001547108,3145,1403846,SH,DFND,1,1403846,0,0,
AK STL HLDG CORP,CMN,001547108,846,377700,SH,DFND,1,377700,0,0,Call
AK STL HLDG CORP,CMN,001547108,3987,1780000,SH,DFND,1,1780000,0,0,Put
AK STL HLDG CORP,CMN,001547108,76,34019,SH,DFND,2,34019,0,0,
AKAMAI TECHNOLOGIES INC,CNV,00971TAG6,1713,1787000,PRN,DFND,1,1787000,0,0,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,66099,1255914,SH,DFND,1,1255719,0,195,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,15247,289700,SH,DFND,1,289700,0,0,Call
AKAMAI TECHNOLOGIES INC,CMN,00971T101,8800,167200,SH,DFND,1,167200,0,0,Put
AKAMAI TECHNOLOGIES INC,CMN,00971T101,4762,90474,SH,DFND,2,89566,0,908,
AKEBIA THERAPEUTICS INC,CMN,00972D105,150,11611,SH,DFND,1,11611,0,0,
AKORN INC,CMN,009728106,4216,112992,SH,DFND,1,112952,0,40,
AKORN INC,CMN,009728106,1813,48600,SH,DFND,1,48600,0,0,Put
AKORN INC,CMN,009728106,1970,52800,SH,DFND,1,52800,0,0,Call
AKORN INC,CMN,009728106,2183,58502,SH,DFND,2,58502,0,0,
ALAMO GROUP INC,CMN,011311107,22919,439899,SH,DFND,2,415103,0,24796,
ALAMOS GOLD INC NEW,CMN,011532108,270,82193,SH,DFND,1,82193,0,0,
ALAMOS GOLD INC NEW,CMN,011532108,566,172185,SH,DFND,2,172185,0,0,
ALAMOS GOLD INC NEW,CMN,011532108,151,45788,SH,DFND,3,45788,0,0,
ALASKA AIR GROUP INC,CMN,011659109,55861,693835,SH,DFND,1,693835,0,0,
ALASKA AIR GROUP INC,CMN,011659109,5193,64500,SH,DFND,1,64500,0,0,Put
ALASKA AIR GROUP INC,CMN,011659109,1820,22600,SH,DFND,1,22600,0,0,Call
ALASKA AIR GROUP INC,CMN,011659109,36170,449266,SH,DFND,2,320182,0,129084,
ALASKA COMMUNICATIONS SYS GR,CMN,01167P101,82,47055,SH,DFND,1,47055,0,0,
ALASKA COMMUNICATIONS SYS GR,CMN,01167P101,24,13820,SH,DFND,2,13820,0,0,
ALBANY INTL CORP,CMN,012348108,311,8505,SH,DFND,2,8505,0,0,
ALBANY MOLECULAR RESH INC,CMN,012423109,814,41016,SH,DFND,1,41016,0,0,
ALBANY MOLECULAR RESH INC,CMN,012423109,809,40772,SH,DFND,2,40772,0,0,
ALBEMARLE CORP,CMN,012653101,18065,322529,SH,DFND,1,287147,0,35382,
