nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt/sshPrnamt,shrsOrPrnAmt/sshPrnamtType,investmentDiscretion,otherManager,votingAuthority/Sole,votingAuthority/Shared,votingAuthority/None,putCall
CENTERPOINT ENERGY INC,CMN,15189T107,1021,41448,SH,OTR,"6,2",0,41448,0,
CENTERSTATE BANKS INC,CMN,15201P109,533,21157,SH,DFND,1,21157,0,0,
CENTERSTATE BANKS INC,CMN,15201P109,20854,828529,SH,DFND,2,782227,0,46302,
CENTRAIS ELETRICAS BRASILEIR,CMN,15234Q108,4653,609091,SH,DFND,3,609091,0,0,
CENTRAIS ELETRICAS BRASILEIR,CMN,15234Q207,29942,4364787,SH,DFND,3,4364787,0,0,
CENTRAL EUROPEAN MEDIA ENTRP,CMN,G20045202,38,14711,SH,DFND,1,14711,0,0,
CENTRAL EUROPEAN MEDIA ENTRP,CMN,G20045202,32,12454,SH,DFND,2,12454,0,0,
CENTRAL FD CDA LTD,CMN,153501101,1131,100143,SH,DFND,1,93,0,100050,
CENTRAL FED CORP,CMN,15346Q202,25,14062,SH,DFND,1,14062,0,0,
CENTRAL GARDEN & PET CO,CMN,153527106,907,27405,SH,DFND,1,27405,0,0,
CENTRAL GARDEN & PET CO,CMN,153527205,3423,110763,SH,DFND,1,110763,0,0,
CENTRAL GARDEN & PET CO,CMN,153527205,3600,116499,SH,DFND,2,116499,0,0,
CENTRAL PAC FINL CORP,CMN,154760409,2894,92098,SH,DFND,1,92098,0,0,
CENTRAL PAC FINL CORP,CMN,154760409,5138,163533,SH,DFND,2,163533,0,0,
CENTRAL PAC FINL CORP,CMN,154760409,279,8874,SH,DFND,6,8874,0,0,
CENTURY ALUM CO,CMN,156431108,2897,338387,SH,DFND,1,338227,0,160,
CENTURY ALUM CO,CMN,156431108,237,27700,SH,DFND,1,27700,0,0,Put
CENTURY ALUM CO,CMN,156431108,290,33900,SH,DFND,1,33900,0,0,Call
CENTURY ALUM CO,CMN,156431108,479,55944,SH,DFND,2,55944,0,0,
CENTURY CASINOS INC,CMN,156492100,128,15517,SH,DFND,1,15517,0,0,
CENTURYLINK INC,CMN,156700106,79812,3356269,SH,DFND,1,3355531,0,738,
CENTURYLINK INC,CMN,156700106,5003,210400,SH,DFND,1,210400,0,0,Put
CENTURYLINK INC,CMN,156700106,5786,243300,SH,DFND,1,243300,0,0,Call
CENTURYLINK INC,CMN,156700106,19120,804057,SH,DFND,2,787837,0,16220,
CENTURYLINK INC,CMN,156700106,405,17044,SH,DFND,6,17044,0,0,
CENVEO CORP,CNV,15671BAJ0,30,30000,PRN,DFND,1,30000,0,0,
CENVEO INC,CMN,15670S402,144,20594,SH,DFND,1,20594,0,0,
CERAGON NETWORKS LTD,CMN,M22013102,684,261039,SH,DFND,1,261039,0,0,
CERNER CORP,CMN,156782104,175152,3697538,SH,DFND,1,3682291,0,15247,
CERNER CORP,CMN,156782104,853,18000,SH,DFND,1,18000,0,0,Call
CERNER CORP,CMN,156782104,1667,35200,SH,DFND,1,35200,0,0,Put
CERNER CORP,CMN,156782104,10484,221323,SH,DFND,2,219768,0,1555,
CERNER CORP,CMN,156782104,222,4693,SH,DFND,6,4693,0,0,
CERULEAN PHARMA INC,CMN,15708Q105,24,33883,SH,DFND,1,33883,0,0,
CERUS CORP,CMN,157085101,411,94395,SH,DFND,1,94395,0,0,
CERUS CORP,CMN,157085101,81,18669,SH,DFND,2,18669,0,0,
CEVA INC,CMN,157210105,2131,63506,SH,DFND,1,63506,0,0,
CF INDS HLDGS INC,CMN,125269100,105433,3349221,SH,DFND,1,3347721,0,1500,
CF INDS HLDGS INC,CMN,125269100,9904,314600,SH,DFND,1,314600,0,0,Put
CF INDS HLDGS INC,CMN,125269100,24136,766700,SH,DFND,1,766700,0,0,Call
CF INDS HLDGS INC,CMN,125269100,10343,328567,SH,DFND,2,328567,0,0,
CF INDS HLDGS INC,CMN,125269100,257,8179,SH,DFND,6,8179,0,0,
CF INDS HLDGS INC,CMN,125269100,223,7078,SH,DFND,7,7078,0,0,
CHAMPIONS ONCOLOGY INC,CMN,15870P307,127,50072,SH,DFND,1,50072,0,0,
CHANGYOU COM LTD,CMN,15911M107,825,38892,SH,DFND,1,38892,0,0,
CHANNELADVISOR CORP,CMN,159179100,175,12176,SH,DFND,1,12176,0,0,
CHARLES & COLVARD LTD,CMN,159765106,16,14623,SH,DFND,1,14623,0,0,
CHARLES RIV LABS INTL INC,CMN,159864107,45494,597119,SH,DFND,1,597119,0,0,
CHARLES RIV LABS INTL INC,CMN,159864107,7166,94060,SH,DFND,2,93288,0,772,
CHART INDS INC,CNV,16115QAC4,140,143000,PRN,DFND,1,143000,0,0,
CHART INDS INC,CMN,16115Q308,5789,160721,SH,DFND,1,160721,0,0,
CHART INDS INC,CMN,16115Q308,94,2600,SH,DFND,1,2600,0,0,Put
CHART INDS INC,CMN,16115Q308,400,11100,SH,DFND,1,11100,0,0,Call
CHART INDS INC,CMN,16115Q308,1659,46067,SH,DFND,2,46067,0,0,
CHART INDS INC,CMN,16115Q308,204,5674,SH,DFND,6,5674,0,0,
CHARTER COMMUNICATIONS INC N,CMN,16119P108,312467,1085255,SH,DFND,1,1076591,0,8664,
CHARTER COMMUNICATIONS INC N,CMN,16119P108,339801,1180192,SH,DFND,1,1180192,0,0,Call
CHARTER COMMUNICATIONS INC N,CMN,16119P108,77061,267648,SH,DFND,1,267648,0,0,Put
CHARTER COMMUNICATIONS INC N,CMN,16119P108,63597,220885,SH,DFND,2,219882,0,1003,
CHARTER COMMUNICATIONS INC N,CMN,16119P108,202,702,SH,DFND,5,702,0,0,
CHARTER COMMUNICATIONS INC N,CMN,16119P108,2638,9164,SH,DFND,6,9164,0,0,
CHARTER FINL CORP MD,CMN,16122W108,221,13237,SH,DFND,1,13237,0,0,
CHARTER FINL CORP MD,CMN,16122W108,338,20250,SH,DFND,2,20250,0,0,
CHASE CORP,CMN,16150R104,802,9594,SH,DFND,1,9594,0,0,
CHASE CORP,CMN,16150R104,682,8163,SH,DFND,2,8163,0,0,
CHATHAM LODGING TR,CMN,16208T102,943,45900,SH,DFND,1,45900,0,0,
CHATHAM LODGING TR,CMN,16208T102,318,15458,SH,DFND,2,15458,0,0,
CHECK POINT SOFTWARE TECH LT,CMN,M22465104,113028,1338245,SH,DFND,1,1329047,0,9198,
CHECK POINT SOFTWARE TECH LT,CMN,M22465104,3497,41400,SH,DFND,1,41400,0,0,Put
CHECK POINT SOFTWARE TECH LT,CMN,M22465104,363,4300,SH,DFND,1,4300,0,0,Call
CHECK POINT SOFTWARE TECH LT,CMN,M22465104,65222,772225,SH,DFND,2,762884,0,9341,
CHECK POINT SOFTWARE TECH LT,CMN,M22465104,219,2598,SH,DFND,6,2598,0,0,
CHEESECAKE FACTORY INC,CMN,163072101,32064,535474,SH,DFND,1,535474,0,0,
CHEESECAKE FACTORY INC,CMN,163072101,9928,165800,SH,DFND,1,165800,0,0,Put
CHEESECAKE FACTORY INC,CMN,163072101,108,1800,SH,DFND,1,1800,0,0,Call
CHEESECAKE FACTORY INC,CMN,163072101,5197,86797,SH,DFND,2,86797,0,0,
CHEETAH MOBILE INC,CMN,163075104,105,11031,SH,DFND,1,11031,0,0,
CHEGG INC,CMN,163092109,786,106510,SH,DFND,1,106510,0,0,
CHEGG INC,CMN,163092109,22,3000,SH,DFND,1,3000,0,0,Call
CHEGG INC,CMN,163092109,133,17985,SH,DFND,2,17985,0,0,
CHEMED CORP NEW,CMN,16359R103,3848,23990,SH,DFND,1,23990,0,0,
CHEMED CORP NEW,CMN,16359R103,705,4394,SH,DFND,2,4394,0,0,
CHEMICAL FINL CORP,CMN,163731102,17306,319483,SH,DFND,1,319483,0,0,
CHEMICAL FINL CORP,CMN,163731102,1478,27282,SH,DFND,2,27282,0,0,
CHEMICAL FINL CORP,CMN,163731102,334,6172,SH,DFND,6,6172,0,0,
CHEMOCENTRYX INC,CMN,16383L106,432,58344,SH,DFND,1,58344,0,0,
CHEMOURS CO,CMN,163851108,15322,693599,SH,DFND,1,658202,0,35397,
CHEMOURS CO,CMN,163851108,323,14600,SH,DFND,1,14600,0,0,Put
CHEMOURS CO,CMN,163851108,597,27040,SH,DFND,1,27040,0,0,Call
CHEMOURS CO,CMN,163851108,5623,254563,SH,DFND,2,254563,0,0,
CHEMTURA CORP,CMN,163893209,31161,938572,SH,DFND,1,938572,0,0,
CHEMTURA CORP,CMN,163893209,905,27271,SH,DFND,2,27271,0,0,
CHENIERE ENERGY INC,CMN,16411R208,150217,3625792,SH,DFND,1,3622820,0,2972,
CHENIERE ENERGY INC,CMN,16411R208,51891,1252500,SH,DFND,1,1252500,0,0,Put
CHENIERE ENERGY INC,CMN,16411R208,25844,623800,SH,DFND,1,623800,0,0,Call
CHENIERE ENERGY INC,CMN,16411R208,94360,2277567,SH,DFND,2,2237300,0,40267,
CHENIERE ENERGY PARTNERS LP,CMN,16411Q101,30178,1047107,SH,DFND,1,1022288,0,24819,
CHENIERE ENERGY PARTNERS LP,CMN,16411Q101,1504,52200,SH,DFND,1,52200,0,0,Put
CHENIERE ENERGY PARTNERS LP,CMN,16411Q101,1946,67528,SH,DFND,2,67528,0,0,
CHENIERE ENERGY PTNRS LP HLD,CMN,16411W108,366,16360,SH,DFND,1,14466,0,1894,
CHEROKEE INC DEL NEW,CMN,16444H102,326,31029,SH,DFND,1,31029,0,0,
CHERRY HILL MTG INVT CORP,CMN,164651101,772,42464,SH,DFND,1,42464,0,0,
CHESAPEAKE ENERGY CORP,CMN,165167107,48549,6915747,SH,DFND,1,6868917,0,46830,
CHESAPEAKE ENERGY CORP,CMN,165167107,11195,1594800,SH,DFND,1,1594800,0,0,Put
CHESAPEAKE ENERGY CORP,CMN,165167107,10418,1484000,SH,DFND,1,1484000,0,0,Call
CHESAPEAKE ENERGY CORP,CMN,165167107,4804,684263,SH,DFND,2,681882,0,2381,
CHESAPEAKE LODGING TR,CMN,165240102,5616,217152,SH,DFND,1,217152,0,0,
CHESAPEAKE LODGING TR,CMN,165240102,220139,8512741,SH,DFND,2,8243337,0,269404,
CHESAPEAKE LODGING TR,CMN,165240102,683,26417,SH,DFND,6,26417,0,0,
CHEVRON CORP NEW,CMN,166764100,370091,3144358,SH,DFND,1,3009596,0,134762,
CHEVRON CORP NEW,CMN,166764100,358655,3047200,SH,DFND,1,3047200,0,0,Put
CHEVRON CORP NEW,CMN,166764100,313929,2667200,SH,DFND,1,2667200,0,0,Call
CHEVRON CORP NEW,CMN,166764100,447107,3798696,SH,DFND,2,3765550,0,33146,
CHEVRON CORP NEW,CMN,166764100,1696,14412,SH,DFND,3,14412,0,0,
CHEVRON CORP NEW,CMN,166764100,303,2572,SH,DFND,5,2572,0,0,
CHEVRON CORP NEW,CMN,166764100,7477,63528,SH,DFND,6,63528,0,0,
CHEVRON CORP NEW,CMN,166764100,1787,15182,SH,OTR,"6,2",0,15182,0,
CHEVRON CORP NEW,CMN,166764100,282,2400,SH,DFND,7,2400,0,0,
CHIASMA INC,CMN,16706W102,115,58954,SH,DFND,1,58954,0,0,
CHICAGO BRIDGE & IRON CO N V,CMN,167250109,15645,492756,SH,DFND,1,492111,0,645,
CHICAGO BRIDGE & IRON CO N V,CMN,167250109,1022,32200,SH,DFND,1,32200,0,0,Put
CHICAGO BRIDGE & IRON CO N V,CMN,167250109,4632,145900,SH,DFND,1,145900,0,0,Call
CHICAGO BRIDGE & IRON CO N V,CMN,167250109,2656,83665,SH,DFND,2,80287,0,3378,
CHICAGO BRIDGE & IRON CO N V,CMN,167250109,205,6445,SH,DFND,6,6445,0,0,
CHICOS FAS INC,CMN,168615102,9764,678538,SH,DFND,1,678538,0,0,
CHICOS FAS INC,CMN,168615102,10603,736816,SH,DFND,2,736816,0,0,
CHILDRENS PL INC,CMN,168905107,17447,172829,SH,DFND,1,172829,0,0,
CHILDRENS PL INC,CMN,168905107,6360,63000,SH,DFND,1,63000,0,0,Put
CHILDRENS PL INC,CMN,168905107,7410,73400,SH,DFND,1,73400,0,0,Call
CHILDRENS PL INC,CMN,168905107,2052,20325,SH,DFND,2,20325,0,0,
CHIMERA INVT CORP,CMN,16934Q208,31795,1868071,SH,DFND,1,1868071,0,0,
CHIMERA INVT CORP,CMN,16934Q208,1575,92524,SH,DFND,2,88370,0,4154,
CHIMERIX INC,CMN,16934W106,152,33061,SH,DFND,1,33061,0,0,
CHINA BIOLOGIC PRODS INC,CMN,16938C106,4704,43752,SH,DFND,1,43752,0,0,
CHINA BIOLOGIC PRODS INC,CMN,16938C106,1045,9716,SH,DFND,2,9716,0,0,
CHINA FIN ONLINE CO LTD,CMN,169379104,146,40324,SH,DFND,1,40324,0,0,
CHINA LIFE INS CO LTD,CMN,16939P106,511,39741,SH,DFND,1,39231,0,510,
CHINA LIFE INS CO LTD,CMN,16939P106,154,12000,SH,DFND,1,12000,0,0,Call
CHINA LIFE INS CO LTD,CMN,16939P106,647,50300,SH,DFND,1,50300,0,0,Put
CHINA LIFE INS CO LTD,CMN,16939P106,6336,492329,SH,DFND,2,492329,0,0,
CHINA LIFE INS CO LTD,CMN,16939P106,1609,125000,SH,DFND,3,125000,0,0,
CHINA LODGING GROUP LTD,CMN,16949N109,8392,161886,SH,DFND,1,161804,0,82,
CHINA MOBILE LIMITED,CMN,16941M109,6586,125616,SH,DFND,1,100700,0,24916,
CHINA MOBILE LIMITED,CMN,16941M109,2501,47700,SH,DFND,1,47700,0,0,Put
CHINA MOBILE LIMITED,CMN,16941M109,1075,20500,SH,DFND,1,20500,0,0,Call
CHINA MOBILE LIMITED,CMN,16941M109,15272,291290,SH,DFND,2,291290,0,0,
CHINA PETE & CHEM CORP,CMN,16941R108,2697,37980,SH,DFND,1,37980,0,0,
CHINA PETE & CHEM CORP,CMN,16941R108,4295,60474,SH,DFND,2,60474,0,0,
CHINA PHARMA HLDGS INC,CMN,16941T104,3,10110,SH,DFND,1,10110,0,0,
CHINA UNICOM (HONG KONG) LTD,CMN,16945R104,183,15831,SH,DFND,1,15665,0,166,
CHINA YUCHAI INTL LTD,CMN,G21082105,172,12479,SH,DFND,1,12479,0,0,
CHIPMOS TECHNOLOGIES INC,CMN,16965P103,43,3067,SH,DFND,1,3067,0,0,
CHIPMOS TECHNOLOGIES INC,CMN,16965P103,14,1023,SH,DFND,1,1023,0,0,Put
CHIPMOS TECHNOLOGIES INC,CMN,16965P103,136,9672,SH,DFND,1,9672,0,0,Call
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,136905,362834,SH,DFND,1,357347,0,5487,
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,133534,353900,SH,DFND,1,353900,0,0,Put
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,130364,345500,SH,DFND,1,345500,0,0,Call
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,125588,332841,SH,DFND,2,309812,0,23029,
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,105,278,SH,DFND,6,278,0,0,
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,279,739,SH,OTR,"6,2",0,739,0,
CHOICE HOTELS INTL INC,CMN,169905106,2977,53118,SH,DFND,1,53118,0,0,
CHOICE HOTELS INTL INC,CMN,169905106,3445,61461,SH,DFND,2,60414,0,1047,
CHOICE HOTELS INTL INC,CMN,169905106,243,4327,SH,DFND,6,4327,0,0,
CHRISTOPHER & BANKS CORP,CMN,171046105,226,96513,SH,DFND,1,96513,0,0,
CHROMADEX CORP,CMN,171077407,62,18816,SH,DFND,2,18816,0,0,
CHUBB LIMITED,CMN,H1467J104,74738,565686,SH,DFND,1,549384,0,16302,
CHUBB LIMITED,CMN,H1467J104,2576,19500,SH,DFND,1,19500,0,0,Call
CHUBB LIMITED,CMN,H1467J104,449,3400,SH,DFND,1,3400,0,0,Put
CHUBB LIMITED,CMN,H1467J104,64542,488513,SH,DFND,2,480818,0,7695,
CHUBB LIMITED,CMN,H1467J104,3476,26306,SH,DFND,6,26306,0,0,
CHUNGHWA TELECOM CO LTD,CMN,17133Q502,1365,43273,SH,DFND,1,43098,0,175,
CHUNGHWA TELECOM CO LTD,CMN,17133Q502,2723,86315,SH,DFND,2,86315,0,0,
CHURCH & DWIGHT INC,CMN,171340102,81449,1843146,SH,DFND,1,1843146,0,0,
CHURCH & DWIGHT INC,CMN,171340102,9151,207080,SH,DFND,2,191892,0,15188,
CHURCHILL DOWNS INC,CMN,171484108,3516,23369,SH,DFND,1,23369,0,0,
CHUYS HLDGS INC,CMN,171604101,1003,30901,SH,DFND,1,30901,0,0,
CIBER INC,CMN,17163B102,150,237576,SH,DFND,1,237576,0,0,
CIENA CORP,CNV,171779AE1,2572,2583000,PRN,DFND,1,2583000,0,0,
CIENA CORP,CMN,171779309,26311,1077867,SH,DFND,1,1077867,0,0,
CIENA CORP,CMN,171779309,3835,157100,SH,DFND,1,157100,0,0,Call
CIENA CORP,CMN,171779309,3327,136300,SH,DFND,1,136300,0,0,Put
CIENA CORP,CMN,171779309,3500,143384,SH,DFND,2,143384,0,0,
CIGNA CORPORATION,CMN,125509109,70549,528891,SH,DFND,1,523225,0,5666,
CIGNA CORPORATION,CMN,125509109,36909,276700,SH,DFND,1,276700,0,0,Call
CIGNA CORPORATION,CMN,125509109,67789,508200,SH,DFND,1,508200,0,0,Put
CIGNA CORPORATION,CMN,125509109,113879,853732,SH,DFND,2,803330,0,50402,
CIGNA CORPORATION,CMN,125509109,812,6088,SH,DFND,6,6088,0,0,
CIGNA CORPORATION,CMN,125509109,1225,9187,SH,OTR,"6,2",0,9187,0,
CIMAREX ENERGY CO,CMN,171798101,20919,153932,SH,DFND,1,153897,0,35,
CIMAREX ENERGY CO,CMN,171798101,625,4600,SH,DFND,1,4600,0,0,Call
CIMAREX ENERGY CO,CMN,171798101,299,2200,SH,DFND,1,2200,0,0,Put
CIMAREX ENERGY CO,CMN,171798101,88657,652373,SH,DFND,2,628550,0,23823,
CIMAREX ENERGY CO,CMN,171798101,964,7091,SH,DFND,6,7091,0,0,
CIMAREX ENERGY CO,CMN,171798101,623,4587,SH,OTR,"6,2",0,4587,0,
CIMPRESS N V,CMN,N20146101,3598,39276,SH,DFND,1,39276,0,0,
CIMPRESS N V,CMN,N20146101,357,3900,SH,DFND,1,3900,0,0,Call
CIMPRESS N V,CMN,N20146101,4892,53400,SH,DFND,1,53400,0,0,Put
CIMPRESS N V,CMN,N20146101,689,7517,SH,DFND,2,7517,0,0,
CINCINNATI BELL INC NEW,CMN,171871502,3894,174238,SH,DFND,1,174238,0,0,
CINCINNATI BELL INC NEW,CMN,171871502,583,26099,SH,DFND,2,26099,0,0,
CINCINNATI BELL INC NEW,CMN,171871502,828,37059,SH,DFND,7,37059,0,0,
CINCINNATI FINL CORP,CMN,172062101,44807,591516,SH,DFND,1,580842,0,10674,
CINCINNATI FINL CORP,CMN,172062101,17746,234270,SH,DFND,2,222934,0,11336,
CINCINNATI FINL CORP,CMN,172062101,345,4556,SH,DFND,6,4556,0,0,
CINEMARK HOLDINGS INC,CMN,17243V102,35352,921576,SH,DFND,1,907269,0,14307,
CINEMARK HOLDINGS INC,CMN,17243V102,4786,124767,SH,DFND,2,123695,0,1072,
CINER RES LP,CMN,172464109,636,21939,SH,DFND,1,21939,0,0,
CINTAS CORP,CMN,172908105,146556,1268220,SH,DFND,1,1265676,0,2544,
CINTAS CORP,CMN,172908105,682,5900,SH,DFND,1,5900,0,0,Call
CINTAS CORP,CMN,172908105,1468,12700,SH,DFND,1,12700,0,0,Put
CINTAS CORP,CMN,172908105,12365,107002,SH,DFND,2,99602,0,7400,
CIRCOR INTL INC,CMN,17273K109,1549,23871,SH,DFND,1,23871,0,0,
CIRRUS LOGIC INC,CMN,172755100,26389,466740,SH,DFND,1,466740,0,0,
CIRRUS LOGIC INC,CMN,172755100,6960,123100,SH,DFND,1,123100,0,0,Call
CIRRUS LOGIC INC,CMN,172755100,6061,107200,SH,DFND,1,107200,0,0,Put
CIRRUS LOGIC INC,CMN,172755100,5861,103655,SH,DFND,2,103655,0,0,
CISCO SYS INC,CMN,17275R102,477261,15792885,SH,DFND,1,13788161,0,2004724,
CISCO SYS INC,CMN,17275R102,111276,3682200,SH,DFND,1,3682200,0,0,Call
CISCO SYS INC,CMN,17275R102,83335,2757600,SH,DFND,1,2757600,0,0,Put
CISCO SYS INC,CMN,17275R102,420593,13917702,SH,DFND,2,13831222,0,86480,
CISCO SYS INC,CMN,17275R102,373,12337,SH,DFND,3,12337,0,0,
CISCO SYS INC,CMN,17275R102,502,16605,SH,DFND,4,0,0,16605,
CISCO SYS INC,CMN,17275R102,28132,930896,SH,DFND,5,8667,0,922229,
CISCO SYS INC,CMN,17275R102,7461,246875,SH,DFND,6,246875,0,0,
CISCO SYS INC,CMN,17275R102,1307,43238,SH,OTR,"6,2",0,43238,0,
CISCO SYS INC,CMN,17275R102,213,7063,SH,DFND,7,7063,0,0,
CIT GROUP INC,CMN,125581801,76503,1792478,SH,DFND,1,1792478,0,0,
CIT GROUP INC,CMN,125581801,15864,371700,SH,DFND,1,371700,0,0,Put
CIT GROUP INC,CMN,125581801,59953,1404700,SH,DFND,1,1404700,0,0,Call
CIT GROUP INC,CMN,125581801,106079,2485456,SH,DFND,2,2449748,0,35708,
CITIGROUP INC,WTS,172967226,3,18040,SH,DFND,1,18040,0,0,
CITIGROUP INC,CMN,172967424,532840,8965847,SH,DFND,1,8831580,0,134267,
CITIGROUP INC,CMN,172967424,316905,5332400,SH,DFND,1,5332400,0,0,Put
CITIGROUP INC,CMN,172967424,431492,7260500,SH,DFND,1,7221100,0,39400,Call
CITIGROUP INC,CMN,172967424,193301,3252583,SH,DFND,2,3234000,0,18583,
CITIGROUP INC,CMN,172967424,685,11525,SH,DFND,3,1525,0,10000,
CITIGROUP INC,CMN,172967424,410,6906,SH,DFND,5,6906,0,0,
CITIGROUP INC,CMN,172967424,6996,117714,SH,DFND,6,117714,0,0,
CITIGROUP INC,CMN,172967424,787,13235,SH,OTR,"6,2",0,13235,0,
CITIGROUP INC,CMN,172967424,2115,35593,SH,DFND,7,35593,0,0,
CITIZENS CMNTY BANCORP INC M,CMN,174903104,247,19891,SH,DFND,1,19891,0,0,
CITIZENS FINL GROUP INC,CMN,174610105,87740,2462518,SH,DFND,1,2457214,0,5304,
CITIZENS FINL GROUP INC,CMN,174610105,16493,462900,SH,DFND,1,462900,0,0,Call
CITIZENS FINL GROUP INC,CMN,174610105,224673,6305725,SH,DFND,2,6070248,0,235477,
CITIZENS FINL GROUP INC,CMN,174610105,67,1894,SH,DFND,6,1894,0,0,
CITIZENS FINL GROUP INC,CMN,174610105,1115,31301,SH,OTR,"6,2",0,31301,0,
CITIZENS INC,CMN,174740100,250,25479,SH,DFND,1,25479,0,0,
CITRIX SYS INC,CNV,177376AD2,3858,3333000,PRN,DFND,1,3333000,0,0,
CITRIX SYS INC,CMN,177376100,189314,2119745,SH,DFND,1,2118185,0,1560,
CITRIX SYS INC,CMN,177376100,14370,160900,SH,DFND,1,160900,0,0,Call
CITRIX SYS INC,CMN,177376100,22747,254700,SH,DFND,1,254700,0,0,Put
CITRIX SYS INC,CMN,177376100,89947,1007128,SH,DFND,2,932810,0,74318,
CITRIX SYS INC,CMN,177376100,248,2774,SH,DFND,6,2774,0,0,
CITRIX SYS INC,CMN,177376100,1043,11680,SH,OTR,"6,2",0,11680,0,
CITY HLDG CO,CMN,177835105,3503,51819,SH,DFND,1,51819,0,0,
CITY OFFICE REIT INC,CMN,178587101,169,12795,SH,DFND,1,12795,0,0,
CIVEO CORP CDA,CMN,17878Y108,361,164028,SH,DFND,1,164028,0,0,
CIVISTA BANCSHARES INC,CMN,178867107,552,28393,SH,DFND,1,28393,0,0,
CIVITAS SOLUTIONS INC,CMN,17887R102,990,49724,SH,DFND,1,49724,0,0,
CLARCOR INC,CMN,179895107,15050,182494,SH,DFND,1,182494,0,0,
CLARCOR INC,CMN,179895107,1231,14932,SH,DFND,2,14932,0,0,
CLARCOR INC,CMN,179895107,400,4853,SH,DFND,6,4853,0,0,
CLAYMORE EXCHANGE TRD FD TR,CMN,18383M209,2442,49639,SH,DFND,1,49639,0,0,
CLAYMORE EXCHANGE TRD FD TR,CMN,18383Q739,4491,271029,SH,DFND,1,271029,0,0,
CLAYMORE EXCHANGE TRD FD TR,CMN,18383Q721,775,29814,SH,DFND,1,29814,0,0,
CLAYMORE EXCHANGE TRD FD TR,CMN,18383M506,620,30734,SH,DFND,1,30734,0,0,
CLAYMORE EXCHANGE TRD FD TR,CMN,18383Q606,189,20718,SH,DFND,1,20718,0,0,
CLAYMORE EXCHANGE TRD FD TR,CMN,18383Q838,3539,306210,SH,DFND,1,306210,0,0,
CLAYMORE EXCHANGE TRD FD TR,CMN,18383M605,2228,51290,SH,DFND,1,51290,0,0,
CLAYMORE EXCHANGE TRD FD TR,CMN,18383Q853,3993,179136,SH,DFND,1,179136,0,0,
CLAYMORE EXCHANGE TRD FD TR,CMN,18383M381,470,18673,SH,DFND,1,18673,0,0,
CLAYMORE EXCHANGE-TRD FD TR,CMN,18385P101,2175,89500,SH,DFND,1,89500,0,0,
CLEAN DIESEL TECHNOLOGIES IN,CMN,18449C500,22,10256,SH,DFND,1,10256,0,0,
CLEAN ENERGY FUELS CORP,CMN,184499101,1492,521713,SH,DFND,1,521713,0,0,
CLEAN ENERGY FUELS CORP,CMN,184499101,23,8200,SH,DFND,1,8200,0,0,Call
CLEAN ENERGY FUELS CORP,CMN,184499101,86,30200,SH,DFND,1,30200,0,0,Put
CLEAN HARBORS INC,CMN,184496107,8618,154863,SH,DFND,1,154863,0,0,
CLEAN HARBORS INC,CMN,184496107,1067,19167,SH,DFND,2,18815,0,352,
CLEAN HARBORS INC,CMN,184496107,650,11677,SH,DFND,6,11677,0,0,
CLEAR CHANNEL OUTDOOR HLDGS,CMN,18451C109,341,67430,SH,DFND,1,67430,0,0,
CLEAR CHANNEL OUTDOOR HLDGS,CMN,18451C109,161,31913,SH,DFND,2,22925,0,8988,
CLEARBRIDGE ENERGY MLP OPP F,CMN,18469P100,140,10684,SH,DFND,1,10684,0,0,
CLEARSIDE BIOMEDICAL INC,CMN,185063104,294,32880,SH,DFND,1,32880,0,0,
CLEARWATER PAPER CORP,CMN,18538R103,2787,42511,SH,DFND,1,42511,0,0,
CLEARWATER PAPER CORP,CMN,18538R103,269,4111,SH,DFND,2,4111,0,0,
CLIFFS NAT RES INC,CMN,18683K101,3730,443568,SH,DFND,1,443568,0,0,
CLIFFS NAT RES INC,CMN,18683K101,4432,527000,SH,DFND,1,527000,0,0,Put
CLIFFS NAT RES INC,CMN,18683K101,9679,1150900,SH,DFND,1,1150900,0,0,Call
CLIFFS NAT RES INC,CMN,18683K101,15237,1811770,SH,DFND,2,1708730,0,103040,
CLOROX CO DEL,CMN,189054109,94095,783995,SH,DFND,1,783865,0,130,
CLOROX CO DEL,CMN,189054109,1428,11900,SH,DFND,1,11900,0,0,Put
CLOROX CO DEL,CMN,189054109,1200,10000,SH,DFND,1,10000,0,0,Call
CLOROX CO DEL,CMN,189054109,13546,112867,SH,DFND,2,104758,0,8109,
CLOUD PEAK ENERGY INC,CMN,18911Q102,1842,328412,SH,DFND,1,328412,0,0,
CLOVIS ONCOLOGY INC,CNV,189464AB6,65,63000,PRN,DFND,1,63000,0,0,
CLOVIS ONCOLOGY INC,CMN,189464100,31113,700417,SH,DFND,1,700417,0,0,
CLOVIS ONCOLOGY INC,CMN,189464100,2443,55000,SH,DFND,1,55000,0,0,Call
CLOVIS ONCOLOGY INC,CMN,189464100,2114,47600,SH,DFND,1,47600,0,0,Put
CLOVIS ONCOLOGY INC,CMN,189464100,389,8750,SH,DFND,2,8750,0,0,
