nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt/sshPrnamt,shrsOrPrnAmt/sshPrnamtType,investmentDiscretion,otherManager,votingAuthority/Sole,votingAuthority/Shared,votingAuthority/None,putCall
CARDINAL HEALTH INC,CMN,14149Y108,340882,5102266,SH,DFND,2,4978931,0,123335,
CARDINAL HEALTH INC,CMN,14149Y108,1764,26396,SH,OTR,"6,2",0,26396,0,
CARDINAL HEALTH INC,CMN,14149Y108,283,4242,SH,DFND,7,4242,0,0,
CARDIOVASCULAR SYS INC DEL,CMN,141619106,558,16286,SH,DFND,1,16286,0,0,
CARDTRONICS INC,CMN,14161H108,3829,88131,SH,DFND,1,88131,0,0,
CARDTRONICS INC,CMN,14161H108,262,6038,SH,DFND,2,6038,0,0,
CAREER EDUCATION CORP,CMN,141665109,1281,224651,SH,DFND,1,224651,0,0,
CAREER EDUCATION CORP,CMN,141665109,960,168400,SH,DFND,1,168400,0,0,Call
CAREER EDUCATION CORP,CMN,141665109,317,55700,SH,DFND,1,55700,0,0,Put
CAREFUSION CORP,CMN,14170T101,31128,781717,SH,DFND,1,775423,0,6294,
CAREFUSION CORP,CMN,14170T101,1306,32800,SH,DFND,1,32800,0,0,Put
CAREFUSION CORP,CMN,14170T101,561,14100,SH,DFND,1,14100,0,0,Call
CAREFUSION CORP,CMN,14170T101,279230,7012309,SH,DFND,2,6901663,0,110646,
CAREFUSION CORP,CMN,14170T101,735,18447,SH,OTR,"6,2",0,18447,0,
CARLISLE COS INC,CMN,142339100,5539,69766,SH,DFND,1,68858,0,908,
CARLISLE COS INC,CMN,142339100,241767,3044927,SH,DFND,2,2980454,0,64473,
CARLYLE GROUP L P,CMN,14309L102,1164,32670,SH,DFND,1,32670,0,0,
CARLYLE GROUP L P,CMN,14309L102,3562,100000,SH,DFND,1,100000,0,0,Put
CARMAX INC,CMN,143130102,50180,1067207,SH,DFND,1,1042474,0,24733,
CARMAX INC,CMN,143130102,3451,73400,SH,DFND,1,73400,0,0,Put
CARMAX INC,CMN,143130102,1439,30600,SH,DFND,1,30600,0,0,Call
CARMAX INC,CMN,143130102,4440,94435,SH,DFND,2,94435,0,0,
CARMAX INC,CMN,143130102,209,4444,SH,DFND,7,4444,0,0,
CARMIKE CINEMAS INC,CMN,143436400,772,27720,SH,DFND,1,27720,0,0,
CARNIVAL CORP,CMN,143658300,90329,2248679,SH,DFND,1,2191642,0,57037,
CARNIVAL CORP,CMN,143658300,35040,872300,SH,DFND,1,872300,0,0,Call
CARNIVAL CORP,CMN,143658300,5849,145600,SH,DFND,1,145600,0,0,Put
CARNIVAL CORP,CMN,143658300,25609,637526,SH,DFND,2,480409,0,157117,
CARNIVAL CORP,CMN,143658300,962,23959,SH,OTR,"6,2",0,23959,0,
CARNIVAL PLC,CMN,14365C103,4148,100078,SH,DFND,1,100078,0,0,
CARNIVAL PLC,CMN,14365C103,1318,31804,SH,DFND,2,31804,0,0,
CARPENTER TECHNOLOGY CORP,CMN,144285103,4156,66820,SH,DFND,1,66304,0,516,
CARPENTER TECHNOLOGY CORP,CMN,144285103,305,4900,SH,DFND,1,4900,0,0,Call
CARPENTER TECHNOLOGY CORP,CMN,144285103,180,2900,SH,DFND,1,2900,0,0,Put
CARPENTER TECHNOLOGY CORP,CMN,144285103,23512,377999,SH,DFND,2,356377,0,21622,
CARRIZO OIL & GAS INC,CMN,144577103,14578,325621,SH,DFND,1,325621,0,0,
CARRIZO OIL & GAS INC,CMN,144577103,3770,84200,SH,DFND,1,84200,0,0,Put
CARRIZO OIL & GAS INC,CMN,144577103,4052,90500,SH,DFND,1,90500,0,0,Call
CARRIZO OIL & GAS INC,CMN,144577103,10595,236652,SH,DFND,2,236652,0,0,
CARROLS RESTAURANT GROUP INC,CMN,14574X104,257,38842,SH,DFND,1,38842,0,0,
CARTER INC,CMN,146229109,8071,112425,SH,DFND,1,111874,0,551,
CARTER INC,CMN,146229109,7,100,SH,DFND,1,100,0,0,Put
CARTER INC,CMN,146229109,62591,871856,SH,DFND,2,842029,0,29827,
CARVER BANCORP INC,CMN,146875604,1265,181033,SH,DFND,1,181033,0,0,
CASELLA WASTE SYS INC,CMN,147448104,260,44748,SH,DFND,1,44748,0,0,
CASELLA WASTE SYS INC,CMN,147448104,350,60420,SH,DFND,2,60420,0,0,
CASEYS GEN STORES INC,CMN,147528103,7257,103309,SH,DFND,1,101621,0,1688,
CASEYS GEN STORES INC,CMN,147528103,3638,51786,SH,DFND,2,51786,0,0,
CASEYS GEN STORES INC,CMN,147528103,219,3121,SH,DFND,7,3121,0,0,
CASH AMER INTL INC,CMN,14754D100,2435,63578,SH,DFND,1,63578,0,0,
CASH AMER INTL INC,CMN,14754D100,4341,113335,SH,DFND,2,113335,0,0,
CASS INFORMATION SYS INC,CMN,14808P109,1015,15065,SH,DFND,1,15065,0,0,
CASTLE A M & CO,CMN,148411101,809,54765,SH,DFND,1,54765,0,0,
CASTLE A M & CO,CMN,148411101,332,22484,SH,DFND,2,22484,0,0,
CATAMARAN CORP,CMN,148887102,7485,157701,SH,DFND,1,138746,0,18955,
CATAMARAN CORP,CMN,148887102,1372,28900,SH,DFND,1,28900,0,0,Put
CATAMARAN CORP,CMN,148887102,3869,81514,SH,DFND,2,81514,0,0,
CATERPILLAR INC DEL,CMN,149123101,280571,3089650,SH,DFND,1,3059701,0,29949,
CATERPILLAR INC DEL,CMN,149123101,270160,2975000,SH,DFND,1,2975000,0,0,Call
CATERPILLAR INC DEL,CMN,149123101,145487,1602100,SH,DFND,1,1602100,0,0,Put
CATERPILLAR INC DEL,CMN,149123101,244686,2694485,SH,DFND,2,2443781,0,250704,
CATERPILLAR INC DEL,CMN,149123101,8377,92250,SH,DFND,3,19431,0,72819,
CATERPILLAR INC DEL,CMN,149123101,2164,23827,SH,OTR,"6,2",0,23827,0,
CATERPILLAR INC DEL,CMN,149123101,1959,21570,SH,DFND,7,21570,0,0,
CATHAY GENERAL BANCORP,CMN,149150104,4339,162325,SH,DFND,1,162325,0,0,
CATHAY GENERAL BANCORP,CMN,149150104,586,21908,SH,DFND,2,21908,0,0,
CATO CORP NEW,CMN,149205106,5389,169455,SH,DFND,1,169455,0,0,
CAVCO INDS INC DEL,CMN,149568107,502,7304,SH,DFND,1,7304,0,0,
CAVIUM INC,CMN,14964U108,1411,40879,SH,DFND,1,40879,0,0,
CAVIUM INC,CMN,14964U108,359,10400,SH,DFND,1,10400,0,0,Put
CAVIUM INC,CMN,14964U108,135,3900,SH,DFND,1,3900,0,0,Call
CAVIUM INC,CMN,14964U108,3242,93958,SH,DFND,2,93958,0,0,
CBEYOND INC,CMN,149847105,782,113555,SH,DFND,1,113555,0,0,
CBIZ INC,CMN,124805102,241,26434,SH,DFND,1,26434,0,0,
CBL & ASSOC PPTYS INC,CMN,124830100,11947,665175,SH,DFND,1,614677,0,50498,
CBL & ASSOC PPTYS INC,CMN,124830100,88657,4936379,SH,DFND,2,4842905,0,93474,
CBL & ASSOC PPTYS INC,CMN,124830100,8,463,SH,OTR,"6,2",0,463,0,
CBOE HLDGS INC,CMN,12503M108,5437,104644,SH,DFND,1,104644,0,0,
CBOE HLDGS INC,CMN,12503M108,5009,96400,SH,DFND,1,96400,0,0,Call
CBOE HLDGS INC,CMN,12503M108,2920,56200,SH,DFND,1,56200,0,0,Put
CBOE HLDGS INC,CMN,12503M108,3184,61270,SH,DFND,2,61270,0,0,
CBRE GROUP INC,CMN,12504L109,32405,1232127,SH,DFND,1,1232127,0,0,
CBRE GROUP INC,CMN,12504L109,1544,58700,SH,DFND,1,58700,0,0,Call
CBRE GROUP INC,CMN,12504L109,855,32500,SH,DFND,1,32500,0,0,Put
CBRE GROUP INC,CMN,12504L109,663933,25244597,SH,DFND,2,20272267,0,4972330,
CBRE GROUP INC,CMN,12504L109,3123,118739,SH,OTR,"6,2",0,118739,0,
CBS CORP NEW,CMN,124857202,105087,1648689,SH,DFND,1,1643190,0,5499,
CBS CORP NEW,CMN,124857202,36466,572100,SH,DFND,1,572100,0,0,Put
CBS CORP NEW,CMN,124857202,15833,248400,SH,DFND,1,248400,0,0,Call
CBS CORP NEW,CMN,124857202,118619,1860989,SH,DFND,2,1857684,0,3305,
CBS CORP NEW,CMN,124857202,1810,28398,SH,OTR,"6,2",0,28398,0,
CDN IMPERIAL BK OF COMMERCE,CMN,136069101,5042,59031,SH,DFND,1,59031,0,0,
CDN IMPERIAL BK OF COMMERCE,CMN,136069101,49128,575200,SH,DFND,1,575200,0,0,Put
CDN IMPERIAL BK OF COMMERCE,CMN,136069101,18796,220070,SH,DFND,2,158819,0,61251,
CDN IMPERIAL BK OF COMMERCE,CMN,136069101,21673,253749,SH,DFND,3,253749,0,0,
CDW CORP,CMN,12514G108,1110,47536,SH,DFND,1,47536,0,0,
CEC ENTMT INC,CMN,125137109,1928,43530,SH,DFND,1,43530,0,0,
CEC ENTMT INC,CMN,125137109,395,8921,SH,DFND,2,8921,0,0,
CECO ENVIRONMENTAL CORP,CMN,125141101,1072,66377,SH,DFND,1,65387,0,990,
CECO ENVIRONMENTAL CORP,CMN,125141101,15182,939918,SH,DFND,2,883826,0,56092,
CEDAR FAIR L P,CMN,150185106,33016,665917,SH,DFND,1,665917,0,0,
CEDAR FAIR L P,CMN,150185106,30218,609486,SH,DFND,7,609486,0,0,
CEDAR REALTY TRUST INC,CMN,150602209,1190,190094,SH,DFND,1,190094,0,0,
CEDAR REALTY TRUST INC,CMN,150602209,280,44805,SH,DFND,2,44805,0,0,
CELADON GROUP INC,CMN,150838100,852,43759,SH,DFND,1,43049,0,710,
CELADON GROUP INC,CMN,150838100,11908,611291,SH,DFND,2,573139,0,38152,
CELANESE CORP DEL,CMN,150870103,5389,97434,SH,DFND,1,96374,0,1060,
CELANESE CORP DEL,CMN,150870103,2920,52800,SH,DFND,1,52800,0,0,Call
CELANESE CORP DEL,CMN,150870103,113360,2049536,SH,DFND,2,2036176,0,13360,
CELESTICA INC,CMN,15101Q108,425,40900,SH,DFND,2,40900,0,0,
CELGENE CORP,CMN,151020104,213460,1263319,SH,DFND,1,1214066,0,49253,
CELGENE CORP,CMN,151020104,53478,316500,SH,DFND,1,316500,0,0,Put
CELGENE CORP,CMN,151020104,73738,436400,SH,DFND,1,436400,0,0,Call
CELGENE CORP,CMN,151020104,138675,820719,SH,DFND,2,673398,0,147321,
CELGENE CORP,CMN,151020104,2579,15266,SH,OTR,"6,2",0,15266,0,
CELL THERAPEUTICS INC,CMN,150934883,1616,846005,SH,DFND,1,846005,0,0,
CELL THERAPEUTICS INC,CMN,150934883,6562,3435700,SH,DFND,1,3435700,0,0,Put
CELL THERAPEUTICS INC,CMN,150934883,31,16428,SH,DFND,2,16428,0,0,
CELLCOM ISRAEL LTD,CMN,M2196U109,1066,76603,SH,DFND,3,76603,0,0,
CELLDEX THERAPEUTICS INC NEW,CMN,15117B103,5054,208763,SH,DFND,1,208763,0,0,
CELLDEX THERAPEUTICS INC NEW,CMN,15117B103,2564,105900,SH,DFND,1,105900,0,0,Call
CELLDEX THERAPEUTICS INC NEW,CMN,15117B103,296,12234,SH,DFND,2,12234,0,0,
CELLULAR DYNAMICS INTL INC,CMN,15117V109,166,10089,SH,DFND,1,10089,0,0,
CELSION CORPORATION,CMN,15117N404,16,4178,SH,DFND,1,4178,0,0,
CELSION CORPORATION,CMN,15117N404,1847,474716,SH,DFND,1,474716,0,0,Call
CEMEX SAB DE CV,CMN,151290889,18832,1591887,SH,DFND,1,1591887,0,0,
CEMEX SAB DE CV,CNV,151290AV5,18779,15847000,PRN,DFND,1,15847000,0,0,
CEMEX SAB DE CV,CMN,151290889,113352,9581708,SH,DFND,1,9581708,0,0,Call
CEMEX SAB DE CV,CMN,151290889,1507968,127469812,SH,DFND,1,127469812,0,0,Put
CEMEX SAB DE CV,CMN,151290889,31555,2667399,SH,DFND,2,2667399,0,0,
CEMEX SAB DE CV,CMN,151290889,15412,1302785,SH,DFND,3,1302785,0,0,
CEMPRA INC,CMN,15130J109,323,26035,SH,DFND,1,26035,0,0,
CENCOSUD S A,CMN,15132H101,139,12795,SH,DFND,1,12795,0,0,
CENCOSUD S A,CMN,15132H101,455,41802,SH,DFND,2,41802,0,0,
CENOVUS ENERGY INC,CMN,15135U109,4233,147741,SH,DFND,1,108432,0,39309,
CENOVUS ENERGY INC,CMN,15135U109,6719,234514,SH,DFND,2,234514,0,0,
CENOVUS ENERGY INC,CMN,15135U109,3102,108260,SH,DFND,3,108260,0,0,
CENTENE CORP DEL,CMN,15135B101,9807,166365,SH,DFND,1,166365,0,0,
CENTENE CORP DEL,CMN,15135B101,324,5500,SH,DFND,1,5500,0,0,Call
CENTENE CORP DEL,CMN,15135B101,4003,67900,SH,DFND,1,67900,0,0,Put
CENTENE CORP DEL,CMN,15135B101,720,12215,SH,DFND,2,12215,0,0,
CENTERPOINT ENERGY INC,CMN,15189T107,25695,1108520,SH,DFND,1,1108520,0,0,
CENTERPOINT ENERGY INC,CMN,15189T107,3746,161622,SH,DFND,2,161622,0,0,
CENTRAIS ELETRICAS BRASILEIR,CMN,15234Q207,27,10419,SH,DFND,1,10419,0,0,
CENTRAL EUROPEAN MEDIA ENTRP,CMN,G20045202,81,21121,SH,DFND,1,21121,0,0,
CENTRAL EUROPEAN MEDIA ENTRP,CMN,G20045202,61,15907,SH,DFND,2,15907,0,0,
CENTRAL EUROPEAN MEDIA ENTRP,CMN,G20045202,269,70126,SH,DFND,3,70126,0,0,
CENTRAL FD CDA LTD,CMN,153501101,1369,103312,SH,DFND,1,4262,0,99050,
CENTRAL GARDEN & PET CO,CMN,153527205,628,93072,SH,DFND,1,93072,0,0,
CENTRAL GARDEN & PET CO,CMN,153527205,149,22081,SH,DFND,2,22081,0,0,
CENTRAL PAC FINL CORP,CMN,154760409,1902,94734,SH,DFND,2,94734,0,0,
CENTURY ALUM CO,CMN,156431108,2473,236457,SH,DFND,1,236457,0,0,
CENTURY ALUM CO,CMN,156431108,395,37800,SH,DFND,1,37800,0,0,Call
CENTURY ALUM CO,CMN,156431108,463,44300,SH,DFND,1,44300,0,0,Put
CENTURY ALUM CO,CMN,156431108,222,21243,SH,DFND,2,21243,0,0,
CENTURYLINK INC,CMN,156700106,51523,1617662,SH,DFND,1,1593343,0,24319,
CENTURYLINK INC,CMN,156700106,18240,572700,SH,DFND,1,572700,0,0,Call
CENTURYLINK INC,CMN,156700106,6179,194000,SH,DFND,1,194000,0,0,Put
CENTURYLINK INC,CMN,156700106,31449,987398,SH,DFND,2,920074,0,67324,
CENTURYLINK INC,CMN,156700106,518,16255,SH,DFND,3,16255,0,0,
CENTURYLINK INC,CMN,156700106,204,6400,SH,DFND,5,0,0,6400,
CENVEO INC,CMN,15670S105,104,30279,SH,DFND,1,30279,0,0,
CEPHEID,CMN,15670R107,7635,163588,SH,DFND,1,163588,0,0,
CEPHEID,CMN,15670R107,1167,25000,SH,DFND,1,25000,0,0,Put
CEPHEID,CMN,15670R107,1167,25000,SH,DFND,1,25000,0,0,Call
CEPHEID,CMN,15670R107,106730,2286809,SH,DFND,2,2225653,0,61156,
CEPHEID,CMN,15670R107,650,13918,SH,OTR,"6,2",0,13918,0,
CERNER CORP,CMN,156782104,43622,782594,SH,DFND,1,714215,0,68379,
CERNER CORP,CMN,156782104,12207,219000,SH,DFND,1,219000,0,0,Put
CERNER CORP,CMN,156782104,8305,149000,SH,DFND,1,149000,0,0,Call
CERNER CORP,CMN,156782104,7169,128611,SH,DFND,2,128611,0,0,
CERNER CORP,CMN,156782104,1302,23361,SH,DFND,3,0,0,23361,
CERNER CORP,CMN,156782104,221,3960,SH,DFND,4,0,0,3960,
CERUS CORP,CMN,157085101,424,65661,SH,DFND,1,65661,0,0,
CEVA INC,CMN,157210105,766,50328,SH,DFND,1,50328,0,0,
CF INDS HLDGS INC,CMN,125269100,135964,583435,SH,DFND,1,583435,0,0,
CF INDS HLDGS INC,CMN,125269100,48892,209800,SH,DFND,1,209800,0,0,Put
CF INDS HLDGS INC,CMN,125269100,57561,247000,SH,DFND,1,247000,0,0,Call
CF INDS HLDGS INC,CMN,125269100,6541,28070,SH,DFND,2,28070,0,0,
CHAMBERS STR PPTYS,CMN,157842105,1535,200673,SH,DFND,1,200673,0,0,
CHAMBERS STR PPTYS,CMN,157842105,283,37008,SH,DFND,2,37008,0,0,
CHANGYOU COM LTD,CMN,15911M107,175,5465,SH,DFND,1,5465,0,0,
CHANGYOU COM LTD,CMN,15911M107,163,5100,SH,DFND,1,5100,0,0,Call
CHANGYOU COM LTD,CMN,15911M107,99,3100,SH,DFND,1,3100,0,0,Put
CHARLES RIV LABS INTL INC,CMN,159864107,3917,73850,SH,DFND,1,73850,0,0,
CHARLES RIV LABS INTL INC,CMN,159864107,1061,20000,SH,DFND,1,20000,0,0,Call
CHARLES RIV LABS INTL INC,CMN,159864107,2377,44811,SH,DFND,2,44811,0,0,
CHART INDS INC,CMN,16115Q308,207,2160,SH,DFND,1,2160,0,0,
CHART INDS INC,CNV,16115QAC4,4984,3227000,PRN,DFND,1,3227000,0,0,
CHART INDS INC,CMN,16115Q308,5633,58900,SH,DFND,1,58900,0,0,Call
CHART INDS INC,CMN,16115Q308,8684,90800,SH,DFND,1,90800,0,0,Put
CHART INDS INC,CMN,16115Q308,475,4963,SH,DFND,2,4963,0,0,
CHARTER COMMUNICATIONS INC D,CMN,16117M305,11343,82941,SH,DFND,1,82941,0,0,
CHARTER COMMUNICATIONS INC D,CMN,16117M305,3255,23800,SH,DFND,1,23800,0,0,Call
CHARTER COMMUNICATIONS INC D,CMN,16117M305,889,6500,SH,DFND,1,6500,0,0,Put
CHARTER COMMUNICATIONS INC D,CMN,16117M305,1221,8930,SH,DFND,2,8930,0,0,
CHASE CORP,CMN,16150R104,338,9572,SH,DFND,1,9572,0,0,
CHATHAM LODGING TR,CMN,16208T102,1054,51528,SH,DFND,1,51528,0,0,
CHATHAM LODGING TR,CMN,16208T102,3068,150000,SH,DFND,1,150000,0,0,Call
CHECK POINT SOFTWARE TECH LT,CMN,M22465104,11466,177767,SH,DFND,1,159532,0,18235,
CHECK POINT SOFTWARE TECH LT,CMN,M22465104,7901,122500,SH,DFND,1,122500,0,0,Put
CHECK POINT SOFTWARE TECH LT,CMN,M22465104,6921,107300,SH,DFND,1,107300,0,0,Call
CHECK POINT SOFTWARE TECH LT,CMN,M22465104,3852,59723,SH,DFND,2,59723,0,0,
CHECK POINT SOFTWARE TECH LT,CMN,M22465104,1351,20951,SH,DFND,7,20951,0,0,
CHECKPOINT SYS INC,CMN,162825103,1474,93439,SH,DFND,1,93439,0,0,
CHECKPOINT SYS INC,CMN,162825103,753,47742,SH,DFND,2,47742,0,0,
CHEESECAKE FACTORY INC,CMN,163072101,7124,147587,SH,DFND,1,147587,0,0,
CHEESECAKE FACTORY INC,CMN,163072101,208,4300,SH,DFND,1,4300,0,0,Call
CHEESECAKE FACTORY INC,CMN,163072101,430,8900,SH,DFND,1,8900,0,0,Put
CHEESECAKE FACTORY INC,CMN,163072101,408,8449,SH,DFND,2,8449,0,0,
CHEFS WHSE INC,CMN,163086101,263,9022,SH,DFND,1,9022,0,0,
CHELSEA THERAPEUTICS INTL LT,CMN,163428105,692,156136,SH,DFND,1,156136,0,0,
CHELSEA THERAPEUTICS INTL LT,CMN,163428105,1689,380800,SH,DFND,1,380800,0,0,Call
CHELSEA THERAPEUTICS INTL LT,CMN,163428105,8,1800,SH,DFND,1,1800,0,0,Put
CHEMED CORP NEW,CMN,16359R103,8083,105500,SH,DFND,1,105500,0,0,
CHEMED CORP NEW,CNV,16359RAC7,21,20000,PRN,DFND,1,20000,0,0,
CHEMICAL FINL CORP,CMN,163731102,2001,63177,SH,DFND,1,63177,0,0,
CHEMICAL FINL CORP,CMN,163731102,973,30735,SH,DFND,2,30735,0,0,
CHEMTURA CORP,CMN,163893209,5043,180619,SH,DFND,1,180619,0,0,
CHEMTURA CORP,CMN,163893209,27356,979800,SH,DFND,1,979800,0,0,Call
CHEMTURA CORP,CMN,163893209,627,22442,SH,DFND,2,22442,0,0,
CHENIERE ENERGY INC,CMN,16411R208,13762,319148,SH,DFND,1,319148,0,0,
CHENIERE ENERGY INC,CMN,16411R208,73382,1701800,SH,DFND,1,1701800,0,0,Call
CHENIERE ENERGY INC,CMN,16411R208,16537,383500,SH,DFND,1,383500,0,0,Put
CHENIERE ENERGY INC,CMN,16411R208,1993,46230,SH,DFND,2,46230,0,0,
CHENIERE ENERGY PARTNERS LP,CMN,16411Q101,18370,641193,SH,DFND,1,641193,0,0,
CHENIERE ENERGY PTNRS LP HLD,CMN,16411W108,21329,1137531,SH,DFND,1,1128681,0,8850,
CHEROKEE INC DEL NEW,CMN,16444H102,155,11234,SH,DFND,1,11234,0,0,
CHERRY HILL MTG INVT CORP,CMN,164651101,206,11564,SH,DFND,1,11564,0,0,
CHESAPEAKE ENERGY CORP,CMN,165167107,29726,1095292,SH,DFND,1,1091916,0,3376,
CHESAPEAKE ENERGY CORP,CNV,165167BW6,2091,2000000,PRN,DFND,1,2000000,0,0,
CHESAPEAKE ENERGY CORP,CNV,165167CB1,4663,5003000,PRN,DFND,1,5003000,0,0,
CHESAPEAKE ENERGY CORP,CNV,165167CA3,201,200000,PRN,DFND,1,200000,0,0,
CHESAPEAKE ENERGY CORP,CMN,165167107,46038,1696300,SH,DFND,1,1696300,0,0,Put
CHESAPEAKE ENERGY CORP,CMN,165167107,29067,1071000,SH,DFND,1,1071000,0,0,Call
CHESAPEAKE ENERGY CORP,CNV,165167BZ9,50538,49725000,PRN,DFND,2,41475000,0,8250000,
CHESAPEAKE ENERGY CORP,CNV,165167CB1,4753,5100000,PRN,DFND,2,2850000,0,2250000,
CHESAPEAKE ENERGY CORP,CMN,165167107,252205,9292742,SH,DFND,2,9232375,0,60367,
CHESAPEAKE LODGING TR,CMN,165240102,805,31823,SH,DFND,1,30154,0,1669,
CHESAPEAKE LODGING TR,CMN,165240102,82592,3265786,SH,DFND,2,3113297,0,152489,
CHESAPEAKE UTILS CORP,CMN,165303108,1120,18664,SH,DFND,1,18664,0,0,
CHEVRON CORP NEW,CMN,166764100,557495,4463172,SH,DFND,1,4167841,0,295331,
CHEVRON CORP NEW,CMN,166764100,202567,1621700,SH,DFND,1,1621700,0,0,Call
CHEVRON CORP NEW,CMN,166764100,159985,1280800,SH,DFND,1,1280800,0,0,Put
CHEVRON CORP NEW,CMN,166764100,218431,1748705,SH,DFND,2,1740612,0,8093,
CHEVRON CORP NEW,CMN,166764100,461,3687,SH,DFND,3,3417,0,270,
CHEVRON CORP NEW,CMN,166764100,734,5880,SH,DFND,5,0,0,5880,
CHEVRON CORP NEW,CMN,166764100,332,2657,SH,DFND,6,2657,0,0,
CHEVRON CORP NEW,CMN,166764100,1403,11232,SH,OTR,"6,2",0,11232,0,
CHEVRON CORP NEW,CMN,166764100,1573,12590,SH,DFND,7,12590,0,0,
CHICAGO BRIDGE & IRON CO N V,CMN,167250109,9308,111952,SH,DFND,1,103079,0,8873,
CHICAGO BRIDGE & IRON CO N V,CMN,167250109,37470,450688,SH,DFND,1,450688,0,0,Call
CHICAGO BRIDGE & IRON CO N V,CMN,167250109,60642,729400,SH,DFND,1,729400,0,0,Put
CHICAGO BRIDGE & IRON CO N V,CMN,167250109,2369,28490,SH,DFND,2,28490,0,0,
CHICOS FAS INC,CMN,168615102,3962,210298,SH,DFND,1,209458,0,840,
CHICOS FAS INC,CMN,168615102,1867,99100,SH,DFND,1,99100,0,0,Put
CHICOS FAS INC,CMN,168615102,2351,124800,SH,DFND,1,124800,0,0,Call
CHICOS FAS INC,CMN,168615102,17049,904944,SH,DFND,2,859807,0,45137,
CHILDRENS PL RETAIL STORES I,CMN,168905107,2913,51127,SH,DFND,1,51127,0,0,
CHILDRENS PL RETAIL STORES I,CMN,168905107,256,4500,SH,DFND,1,4500,0,0,Put
CHILDRENS PL RETAIL STORES I,CMN,168905107,91,1600,SH,DFND,1,1600,0,0,Call
CHILDRENS PL RETAIL STORES I,CMN,168905107,268,4709,SH,DFND,2,4709,0,0,
CHILDRENS PL RETAIL STORES I,CMN,168905107,203,3566,SH,DFND,7,3566,0,0,
CHIMERA INVT CORP,CMN,16934Q109,52783,17026893,SH,DFND,1,17026893,0,0,
CHIMERA INVT CORP,CMN,16934Q109,1,400,SH,DFND,1,400,0,0,Call
CHIMERA INVT CORP,CMN,16934Q109,188,60718,SH,DFND,2,60718,0,0,
CHIMERA INVT CORP,CMN,16934Q109,463,149245,SH,DFND,7,149245,0,0,
CHIMERIX INC,CMN,16934W106,650,43015,SH,DFND,1,43015,0,0,
CHINA FD INC,CMN,169373107,433,20808,SH,DFND,1,3226,0,17582,
CHINA HGS REAL ESTATE INC,CMN,16948W100,133,22320,SH,DFND,1,22320,0,0,
CHINA LIFE INS CO LTD,CMN,16939P106,1028,21762,SH,DFND,1,21762,0,0,
CHINA LIFE INS CO LTD,CMN,16939P106,3544,75000,SH,DFND,1,75000,0,0,Put
CHINA LIFE INS CO LTD,CMN,16939P106,4607,97500,SH,DFND,1,97500,0,0,Call
CHINA LIFE INS CO LTD,CMN,16939P106,3488,73819,SH,DFND,2,73819,0,0,
CHINA MING YANG WIND PWR GRO,CMN,16951C108,73,29772,SH,DFND,7,29772,0,0,
CHINA MOBILE LIMITED,CMN,16941M109,5824,111388,SH,DFND,1,97108,0,14280,
CHINA MOBILE LIMITED,CMN,16941M109,18270,349400,SH,DFND,1,349400,0,0,Call
CHINA MOBILE LIMITED,CMN,16941M109,4450,85100,SH,DFND,1,85100,0,0,Put
CHINA MOBILE LIMITED,CMN,16941M109,7549,144366,SH,DFND,2,144366,0,0,
CHINA NEPSTAR CHAIN DRUGSTOR,CMN,16943C109,46000,25000000,SH,DFND,1,25000000,0,0,
CHINA PETE & CHEM CORP,CMN,16941R108,1150,13991,SH,DFND,1,11423,0,2568,
CHINA PETE & CHEM CORP,CMN,16941R108,19639,239000,SH,DFND,1,239000,0,0,Call
CHINA PETE & CHEM CORP,CMN,16941R108,18250,222100,SH,DFND,1,222100,0,0,Put
CHINA PETE & CHEM CORP,CMN,16941R108,3143,38246,SH,DFND,2,38246,0,0,
CHINA TELECOM CORP LTD,CMN,169426103,464,9174,SH,DFND,1,9174,0,0,
CHINA UNICOM (HONG KONG) LTD,CMN,16945R104,1389,92247,SH,DFND,1,92247,0,0,
CHINDEX INTERNATIONAL INC,CMN,169467107,298,17095,SH,DFND,1,17095,0,0,
CHIPMOS TECH BERMUDA LTD,CMN,G2110R114,371,19267,SH,DFND,1,19267,0,0,
CHIPMOS TECH BERMUDA LTD,CMN,G2110R114,348,18100,SH,DFND,1,18100,0,0,Call
CHIPMOS TECH BERMUDA LTD,CMN,G2110R114,541,28100,SH,DFND,1,28100,0,0,Put
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,109065,204710,SH,DFND,1,80278,0,124432,
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,199366,374200,SH,DFND,1,374200,0,0,Call
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,103626,194500,SH,DFND,1,194500,0,0,Put
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,196429,368686,SH,DFND,2,318859,0,49827,
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,28324,53163,SH,DFND,5,0,0,53163,
CHIPOTLE MEXICAN GRILL INC,CMN,169656105,943,1770,SH,OTR,"6,2",0,1770,0,
CHIQUITA BRANDS INTL INC,CMN,170032809,151,12865,SH,DFND,1,12865,0,0,
CHIQUITA BRANDS INTL INC,CNV,170032AT3,1674,1704000,PRN,DFND,1,1704000,0,0,
CHIQUITA BRANDS INTL INC,CMN,170032809,183,15650,SH,DFND,2,15650,0,0,
