nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt/sshPrnamt,shrsOrPrnAmt/sshPrnamtType,investmentDiscretion,otherManager,votingAuthority/Sole,votingAuthority/Shared,votingAuthority/None,putCall
AMKOR TECHNOLOGY INC,CMN,031652100,5,500,SH,DFND,1,500,0,0,Put
AMKOR TECHNOLOGY INC,CMN,031652100,54,5100,SH,DFND,1,5100,0,0,Call
AMKOR TECHNOLOGY INC,CMN,031652100,4296,407187,SH,DFND,2,407187,0,0,
AMN HEALTHCARE SERVICES INC,CMN,001744101,5865,128330,SH,DFND,1,128330,0,0,
AMN HEALTHCARE SERVICES INC,CMN,001744101,18,400,SH,DFND,1,400,0,0,Call
AMN HEALTHCARE SERVICES INC,CMN,001744101,37751,826056,SH,DFND,2,792465,0,33591,
AMN HEALTHCARE SERVICES INC,CMN,001744101,460,10061,SH,DFND,6,10061,0,0,
AMPCO-PITTSBURGH CORP,CMN,032037103,265,15237,SH,DFND,1,15237,0,0,
AMPHASTAR PHARMACEUTICALS IN,CMN,03209R103,3638,203555,SH,DFND,1,203555,0,0,
AMPHENOL CORP NEW,CMN,032095101,77476,915354,SH,DFND,1,914254,0,1100,
AMPHENOL CORP NEW,CMN,032095101,17,200,SH,DFND,1,200,0,0,Call
AMPHENOL CORP NEW,CMN,032095101,85,1000,SH,DFND,1,1000,0,0,Put
AMPHENOL CORP NEW,CMN,032095101,256565,3031248,SH,DFND,2,2902266,0,128982,
AMPHENOL CORP NEW,CMN,032095101,636,7517,SH,DFND,6,7517,0,0,
AMPHENOL CORP NEW,CMN,032095101,372,4392,SH,DFND,7,4392,0,0,
AMPLIFY SNACK BRANDS,CMN,03211L102,71,10045,SH,DFND,6,10045,0,0,
AMTRUST FINL SVCS INC,CMN,032359309,69263,5145827,SH,DFND,1,5145827,0,0,
AMTRUST FINL SVCS INC,CMN,032359309,921,68400,SH,DFND,1,68400,0,0,Put
AMTRUST FINL SVCS INC,CMN,032359309,213,15813,SH,DFND,2,15813,0,0,
AMYRIS INC,CMN,03236M200,95,29535,SH,DFND,1,29535,0,0,
ANADARKO PETE CORP,CMN,032511107,153824,3148913,SH,DFND,1,3031494,0,117419,
ANADARKO PETE CORP,CMN,032511107,11485,235100,SH,DFND,1,235100,0,0,Put
ANADARKO PETE CORP,CMN,032511107,10586,216700,SH,DFND,1,216700,0,0,Call
ANADARKO PETE CORP,CMN,032511107,30753,629549,SH,DFND,2,619349,0,10200,
ANADARKO PETE CORP,CMN,032511107,5545,113503,SH,DFND,3,113503,0,0,
ANADARKO PETE CORP,CMN,032511107,676,13829,SH,DFND,6,13829,0,0,
ANADARKO PETE CORP,CMN,032511107,384,7871,SH,DFND,7,7871,0,0,
ANALOG DEVICES INC,CMN,032654105,143902,1669973,SH,DFND,1,1653617,0,16356,
ANALOG DEVICES INC,CMN,032654105,2318,26906,SH,DFND,1,26906,0,0,Call
ANALOG DEVICES INC,CMN,032654105,4093,47500,SH,DFND,1,47500,0,0,Put
ANALOG DEVICES INC,CMN,032654105,139168,1615044,SH,DFND,2,1580106,0,34938,
ANALOG DEVICES INC,CMN,032654105,878,10194,SH,DFND,6,10194,0,0,
ANALOG DEVICES INC,CMN,032654105,455,5285,SH,DFND,7,5285,0,0,
ANALOGIC CORP,CMN,032657207,3039,36289,SH,DFND,1,36289,0,0,
ANALOGIC CORP,CMN,032657207,358,4278,SH,DFND,2,4278,0,0,
ANAPTYSBIO INC,CMN,032724106,3759,107563,SH,DFND,1,107563,0,0,
ANDEAVOR,CMN,03349M105,109612,1062645,SH,DFND,1,1054060,0,8585,
ANDEAVOR,CMN,03349M105,29687,287800,SH,DFND,1,287800,0,0,Call
ANDEAVOR,CMN,03349M105,34793,337305,SH,DFND,1,337305,0,0,Put
ANDEAVOR,CMN,03349M105,72492,702785,SH,DFND,2,693729,0,9056,
ANDEAVOR,CMN,03349M105,488,4730,SH,DFND,5,30,0,4700,
ANDEAVOR,CMN,03349M105,503,4872,SH,DFND,6,4872,0,0,
ANDEAVOR,CMN,03349M105,195,1890,SH,OTR,"6,2",0,1890,0,
ANDEAVOR LOGISTICS LP,CMN,03350F106,70990,1418103,SH,DFND,1,1418103,0,0,
ANDEAVOR LOGISTICS LP,CMN,03350F106,113746,2272197,SH,DFND,2,2272197,0,0,
ANDEAVOR LOGISTICS LP,CMN,03350F106,360,7182,SH,DFND,6,7182,0,0,
ANDERSONS INC,CMN,034164103,1464,42759,SH,DFND,1,42759,0,0,
ANDERSONS INC,CMN,034164103,372,10866,SH,DFND,2,10866,0,0,
ANGIODYNAMICS INC,CMN,03475V101,1913,111945,SH,DFND,1,111945,0,0,
ANGIODYNAMICS INC,CMN,03475V101,2911,170305,SH,DFND,2,170305,0,0,
ANGLOGOLD ASHANTI LTD,CMN,035128206,19923,2144529,SH,DFND,1,2133829,0,10700,
ANGLOGOLD ASHANTI LTD,CMN,035128206,252,27100,SH,DFND,1,27100,0,0,Call
ANGLOGOLD ASHANTI LTD,CMN,035128206,2038,219400,SH,DFND,1,219400,0,0,Put
ANGLOGOLD ASHANTI LTD,CMN,035128206,410,44105,SH,DFND,2,44105,0,0,
ANGLOGOLD ASHANTI LTD,CMN,035128206,143,15407,SH,DFND,3,15407,0,0,
ANHEUSER BUSCH INBEV SA/NV,CMN,03524A108,27360,229338,SH,DFND,1,203881,0,25457,
ANHEUSER BUSCH INBEV SA/NV,CMN,03524A108,9914,83100,SH,DFND,1,83100,0,0,Put
ANHEUSER BUSCH INBEV SA/NV,CMN,03524A108,5261,44100,SH,DFND,1,44100,0,0,Call
ANHEUSER BUSCH INBEV SA/NV,CMN,03524A108,87379,732431,SH,DFND,2,732431,0,0,
ANHEUSER BUSCH INBEV SA/NV,CMN,03524A108,958,8028,SH,DFND,6,8028,0,0,
ANI PHARMACEUTICALS INC,CMN,00182C103,2051,39077,SH,DFND,1,39077,0,0,
ANI PHARMACEUTICALS INC,CMN,00182C103,230,4389,SH,DFND,2,4389,0,0,
ANIKA THERAPEUTICS INC,CMN,035255108,2819,48612,SH,DFND,1,48612,0,0,
ANIKA THERAPEUTICS INC,CMN,035255108,6408,110475,SH,DFND,2,110475,0,0,
ANIXTER INTL INC,CMN,035290105,5347,62908,SH,DFND,1,62908,0,0,
ANIXTER INTL INC,CMN,035290105,66943,787559,SH,DFND,2,754431,0,33128,
ANNALY CAP MGMT INC,CMN,035710409,111499,9146764,SH,DFND,1,9140964,0,5800,
ANNALY CAP MGMT INC,CMN,035710409,321,26300,SH,DFND,1,26300,0,0,Call
ANNALY CAP MGMT INC,CMN,035710409,3252,266800,SH,DFND,1,266800,0,0,Put
ANNALY CAP MGMT INC,CMN,035710409,6152,504667,SH,DFND,2,470300,0,34367,
ANNALY CAP MGMT INC,CMN,035710409,343,28174,SH,DFND,3,28174,0,0,
ANSYS INC,CMN,03662Q105,87234,710776,SH,DFND,1,710776,0,0,
ANSYS INC,CMN,03662Q105,20011,163053,SH,DFND,2,153108,0,9945,
ANSYS INC,CMN,03662Q105,1368,11143,SH,DFND,6,11143,0,0,
ANSYS INC,CMN,03662Q105,289,2352,SH,OTR,"6,2",0,2352,0,
ANTARES PHARMA INC,CMN,036642106,1034,319166,SH,DFND,1,319166,0,0,
ANTARES PHARMA INC,CMN,036642106,50,15341,SH,DFND,2,15341,0,0,
ANTERO MIDSTREAM GP LP,CMN,03675Y103,702,34273,SH,DFND,1,34273,0,0,
ANTERO MIDSTREAM GP LP,CMN,03675Y103,116812,5706489,SH,DFND,2,5629138,0,77351,
ANTERO MIDSTREAM PARTNERS LP,CMN,03673L103,21722,688927,SH,DFND,1,682304,0,6623,
ANTERO MIDSTREAM PARTNERS LP,CMN,03673L103,269498,8547357,SH,DFND,2,8547357,0,0,
ANTERO MIDSTREAM PARTNERS LP,CMN,03673L103,725,22992,SH,DFND,6,22992,0,0,
ANTERO RES CORP,CMN,03674X106,62050,3118113,SH,DFND,1,3118113,0,0,
ANTERO RES CORP,CMN,03674X106,201,10100,SH,DFND,1,10100,0,0,Call
ANTERO RES CORP,CMN,03674X106,137,6900,SH,DFND,1,6900,0,0,Put
ANTERO RES CORP,CMN,03674X106,18905,949986,SH,DFND,2,949986,0,0,
ANTHEM INC,CNV,94973VBG1,2966,1143000,PRN,DFND,1,1143000,0,0,
ANTHEM INC,CMN,036752103,361395,1903283,SH,DFND,1,1902830,0,453,
ANTHEM INC,CMN,036752103,7842,41300,SH,DFND,1,41300,0,0,Put
ANTHEM INC,CMN,036752103,7443,39200,SH,DFND,1,39200,0,0,Call
ANTHEM INC,CMN,036752103,105517,555704,SH,DFND,2,532482,0,23222,
ANTHEM INC,CMN,036752103,946,4980,SH,DFND,4,0,0,4980,
ANTHEM INC,CMN,036752103,2016,10617,SH,DFND,6,10617,0,0,
ANTHEM INC,CMN,036752103,106,557,SH,OTR,"6,2",0,557,0,
ANTHEM INC,CMN,036752103,717,3777,SH,DFND,7,3777,0,0,
ANWORTH MORTGAGE ASSET CP,CMN,037347101,2020,336121,SH,DFND,1,336121,0,0,
ANWORTH MORTGAGE ASSET CP,CMN,037347101,785,130674,SH,DFND,2,130674,0,0,
AON PLC,CMN,G0408V102,111369,762277,SH,DFND,1,761647,0,630,
AON PLC,CMN,G0408V102,482,3300,SH,DFND,1,3300,0,0,Call
AON PLC,CMN,G0408V102,321,2200,SH,DFND,1,2200,0,0,Put
AON PLC,CMN,G0408V102,137775,943017,SH,DFND,2,871511,0,71506,
AON PLC,CMN,G0408V102,379,2594,SH,DFND,5,2594,0,0,
AON PLC,CMN,G0408V102,1498,10255,SH,DFND,6,10255,0,0,
AON PLC,CMN,G0408V102,1253,8577,SH,OTR,"6,2",0,8577,0,
AON PLC,CMN,G0408V102,849,5812,SH,DFND,7,5812,0,0,
APACHE CORP,CMN,037411105,51883,1132814,SH,DFND,1,1128981,0,3833,
APACHE CORP,CMN,037411105,9302,203100,SH,DFND,1,203100,0,0,Put
APACHE CORP,CMN,037411105,5276,115200,SH,DFND,1,115200,0,0,Call
APACHE CORP,CMN,037411105,16407,358239,SH,DFND,2,351339,0,6900,
APACHE CORP,CMN,037411105,459,10027,SH,DFND,6,10027,0,0,
APARTMENT INVT & MGMT CO,CMN,03748R101,48262,1100358,SH,DFND,1,1100358,0,0,
APARTMENT INVT & MGMT CO,CMN,03748R101,7594,173142,SH,DFND,2,145933,0,27209,
APOGEE ENTERPRISES INC,CMN,037598109,4538,94027,SH,DFND,1,94027,0,0,
APOGEE ENTERPRISES INC,CMN,037598109,232,4815,SH,DFND,2,4815,0,0,
APOLLO COML REAL EST FIN INC,CNV,03762UAA3,3379,3125000,PRN,DFND,1,3125000,0,0,
APOLLO COML REAL EST FIN INC,CMN,03762U105,7393,408227,SH,DFND,1,408227,0,0,
APOLLO COML REAL EST FIN INC,CMN,03762U105,261,14416,SH,DFND,2,14416,0,0,
APOLLO ENDOSURGERY INC,CMN,03767D108,69,14642,SH,DFND,1,14642,0,0,
APOLLO GLOBAL MGMT LLC,CMN,037612306,133457,4433793,SH,DFND,1,4350514,0,83279,
APOLLO GLOBAL MGMT LLC,CMN,037612306,9331,310000,SH,DFND,1,310000,0,0,Put
APOLLO GLOBAL MGMT LLC,CMN,037612306,44247,1470000,SH,DFND,1,1470000,0,0,Call
APOLLO INVT CORP,CMN,03761U106,3126,511667,SH,DFND,1,511667,0,0,
APOLLO INVT CORP,CMN,03761U106,81,13246,SH,DFND,2,13246,0,0,
APOLLO INVT CORP,CMN,03761U106,81,13282,SH,DFND,3,13282,0,0,
APPFOLIO INC,CMN,03783C100,550,11462,SH,DFND,1,11462,0,0,
APPFOLIO INC,CMN,03783C100,4218,87966,SH,DFND,2,87966,0,0,
APPLE HOSPITALITY REIT INC,CMN,03784Y200,12985,686669,SH,DFND,1,686669,0,0,
APPLE HOSPITALITY REIT INC,CMN,03784Y200,2033,107500,SH,DFND,2,105763,0,1737,
APPLE INC,CMN,037833100,2298319,14912529,SH,DFND,1,14250891,0,661638,
APPLE INC,CMN,037833100,1203878,7811300,SH,DFND,1,7811300,0,0,Call
APPLE INC,CMN,037833100,890767,5779700,SH,DFND,1,5779700,0,0,Put
APPLE INC,CMN,037833100,2387122,15488721,SH,DFND,2,14448097,0,1040624,
APPLE INC,CMN,037833100,13203,85669,SH,DFND,3,70654,0,15015,
APPLE INC,CMN,037833100,1042,6759,SH,DFND,4,0,0,6759,
APPLE INC,CMN,037833100,35001,227100,SH,DFND,5,21110,0,205990,
APPLE INC,CMN,037833100,43104,279680,SH,DFND,6,279680,0,0,
APPLE INC,CMN,037833100,7118,46188,SH,OTR,"6,2",0,46188,0,
APPLE INC,CMN,037833100,16056,104178,SH,DFND,7,104178,0,0,
APPLIED DNA SCIENCES INC,CMN,03815U201,31,10861,SH,DFND,1,10861,0,0,
APPLIED INDL TECHNOLOGIES IN,CMN,03820C105,5406,82156,SH,DFND,1,82156,0,0,
APPLIED INDL TECHNOLOGIES IN,CMN,03820C105,4080,62005,SH,DFND,2,62005,0,0,
APPLIED MATLS INC,CMN,038222105,236141,4533331,SH,DFND,1,4467727,0,65604,
APPLIED MATLS INC,CMN,038222105,25576,491000,SH,DFND,1,491000,0,0,Put
APPLIED MATLS INC,CMN,038222105,38375,736700,SH,DFND,1,736700,0,0,Call
APPLIED MATLS INC,CMN,038222105,333640,6405075,SH,DFND,2,6024995,0,380080,
APPLIED MATLS INC,CMN,038222105,1144,21970,SH,DFND,3,1760,0,20210,
APPLIED MATLS INC,CMN,038222105,450,8645,SH,DFND,5,8645,0,0,
APPLIED MATLS INC,CMN,038222105,1334,25615,SH,DFND,6,25615,0,0,
APPLIED MATLS INC,CMN,038222105,1412,27103,SH,OTR,"6,2",0,27103,0,
APPLIED MATLS INC,CMN,038222105,1650,31680,SH,DFND,7,31680,0,0,
APPLIED OPTOELECTRONICS INC,CMN,03823U102,9262,143218,SH,DFND,1,143218,0,0,
APPLIED OPTOELECTRONICS INC,CMN,03823U102,2710,41900,SH,DFND,1,41900,0,0,Put
APPROACH RESOURCES INC,CMN,03834A103,1340,533862,SH,DFND,1,533862,0,0,
APPROACH RESOURCES INC,CMN,03834A103,35,13885,SH,DFND,2,13885,0,0,
APPTIO INC,CMN,03835C108,1755,95027,SH,DFND,1,95027,0,0,
APTARGROUP INC,CMN,038336103,17918,207605,SH,DFND,1,188813,0,18792,
APTARGROUP INC,CMN,038336103,3603,41747,SH,DFND,2,41076,0,671,
APTEVO THERAPEUTICS INC,CMN,03835L108,27,11673,SH,DFND,1,11673,0,0,
AQUA AMERICA INC,CMN,03836W103,19851,598116,SH,DFND,1,598116,0,0,
AQUA AMERICA INC,CMN,03836W103,4972,149812,SH,DFND,2,148000,0,1812,
AQUA METALS INC,CMN,03837J101,110,16115,SH,DFND,1,16115,0,0,
AQUAVENTURE HLDGS LTD,CMN,G0443N107,282,20919,SH,DFND,1,20919,0,0,
AQUINOX PHARMACEUTICALS INC,CMN,03842B101,13667,963147,SH,DFND,1,963147,0,0,
ARALEZ PHARMACEUTICALS INC,CMN,03852X100,231,100985,SH,DFND,1,100985,0,0,
ARAMARK,CMN,03852U106,59969,1476698,SH,DFND,1,1458050,0,18648,
ARAMARK,CMN,03852U106,5527,136089,SH,DFND,2,125685,0,10404,
ARAMARK,CMN,03852U106,428,10542,SH,SOLE,,10542,0,0,
ARATANA THERAPEUTICS INC,CMN,03874P101,197,32067,SH,DFND,1,32067,0,0,
ARATANA THERAPEUTICS INC,CMN,03874P101,112,18295,SH,DFND,2,18295,0,0,
ARBOR RLTY TR INC,CMN,038923108,93,11365,SH,DFND,1,11365,0,0,
ARC DOCUMENT SOLUTIONS INC,CMN,00191G103,376,91973,SH,DFND,1,91973,0,0,
ARC LOGISTICS PARTNERS LP,CMN,03879N101,8521,510269,SH,DFND,1,510269,0,0,
ARC LOGISTICS PARTNERS LP,CMN,03879N101,12308,736999,SH,DFND,2,736999,0,0,
ARCBEST CORP,CMN,03937C105,3204,95786,SH,DFND,1,95786,0,0,
ARCBEST CORP,CMN,03937C105,15347,458790,SH,DFND,2,440578,0,18212,
ARCELORMITTAL SA LUXEMBOURG,CMN,03938L203,10898,423061,SH,DFND,1,423061,0,0,
ARCELORMITTAL SA LUXEMBOURG,CMN,03938L203,12303,477594,SH,DFND,1,477594,0,0,Put
ARCELORMITTAL SA LUXEMBOURG,CMN,03938L203,7253,281574,SH,DFND,1,281574,0,0,Call
ARCELORMITTAL SA LUXEMBOURG,CMN,03938L203,0,1,SH,SOLE,1,0,0,1,
ARCELORMITTAL SA LUXEMBOURG,CMN,03938L203,5176,200921,SH,DFND,2,200921,0,0,
ARCELORMITTAL SA LUXEMBOURG,CMN,03938L203,26498,1028631,SH,DFND,3,1028631,0,0,
ARCELORMITTAL SA LUXEMBOURG,CMN,03938L203,314,12190,SH,DFND,6,12190,0,0,
ARCELORMITTAL SA LUXEMBOURG,CMN,03938L203,235,9126,SH,DFND,7,9126,0,0,
ARCH CAP GROUP LTD,CMN,G0450A105,133208,1352368,SH,DFND,1,1352368,0,0,
ARCH CAP GROUP LTD,CMN,G0450A105,60787,617127,SH,DFND,2,614931,0,2196,
ARCH COAL INC,CMN,039380407,18667,260197,SH,DFND,1,260197,0,0,
ARCH COAL INC,CMN,039380407,5147,71748,SH,DFND,2,71748,0,0,
ARCHER DANIELS MIDLAND CO,CMN,039483102,170631,4013903,SH,DFND,1,4007813,0,6090,
ARCHER DANIELS MIDLAND CO,CMN,039483102,9471,222800,SH,DFND,1,222800,0,0,Call
ARCHER DANIELS MIDLAND CO,CMN,039483102,5692,133900,SH,DFND,1,133900,0,0,Put
ARCHER DANIELS MIDLAND CO,CMN,039483102,175247,4122479,SH,DFND,2,3893628,0,228851,
ARCHER DANIELS MIDLAND CO,CMN,039483102,880,20692,SH,DFND,3,214,0,20478,
ARCHER DANIELS MIDLAND CO,CMN,039483102,341,8016,SH,DFND,5,716,0,7300,
ARCHER DANIELS MIDLAND CO,CMN,039483102,1582,37205,SH,DFND,6,37205,0,0,
ARCHER DANIELS MIDLAND CO,CMN,039483102,1092,25698,SH,OTR,"6,2",0,25698,0,
ARCHER DANIELS MIDLAND CO,CMN,039483102,243,5727,SH,DFND,7,5727,0,0,
ARCHROCK INC,CMN,03957W106,8226,655443,SH,DFND,1,655443,0,0,
ARCHROCK INC,CMN,03957W106,1307,104114,SH,DFND,2,104114,0,0,
ARCHROCK PARTNERS L P,CMN,03957U100,628,44023,SH,DFND,1,42399,0,1624,
ARCHROCK PARTNERS L P,CMN,03957U100,62569,4387744,SH,DFND,2,4387744,0,0,
ARCIMOTO INC,CMN,039587100,74,15000,SH,DFND,1,15000,0,0,
ARCONIC INC,CMN,03965L100,43251,1738370,SH,DFND,1,1734104,0,4266,
ARCONIC INC,CMN,03965L100,3609,145048,SH,DFND,1,145048,0,0,Put
ARCONIC INC,CMN,03965L100,4464,179417,SH,DFND,1,179417,0,0,Call
ARCONIC INC,CMN,03965L100,45079,1811865,SH,DFND,2,1657442,0,154423,
ARCONIC INC,CMN,03965L100,146,5877,SH,DFND,6,5877,0,0,
ARCONIC INC,CMN,03965L100,330,13246,SH,OTR,"6,2",0,13246,0,
ARCOS DORADOS HOLDINGS INC,CMN,G0457F107,726,72246,SH,DFND,1,72246,0,0,
ARCOS DORADOS HOLDINGS INC,CMN,G0457F107,141,14000,SH,DFND,1,14000,0,0,Call
ARCOS DORADOS HOLDINGS INC,CMN,G0457F107,387,38500,SH,DFND,1,38500,0,0,Put
ARDAGH GROUP S A,CMN,L0223L101,1760,82202,SH,DFND,1,82202,0,0,
ARDAGH GROUP S A,CMN,L0223L101,738,34452,SH,DFND,2,34452,0,0,
ARDELYX INC,CMN,039697107,348,62104,SH,DFND,1,62104,0,0,
ARDMORE SHIPPING CORP,CMN,Y0207T100,588,71277,SH,DFND,1,71277,0,0,
ARENA PHARMACEUTICALS INC,CMN,040047607,3826,150058,SH,DFND,1,150058,0,0,
ARENA PHARMACEUTICALS INC,CMN,040047607,3032,118900,SH,DFND,1,118900,0,0,Call
ARENA PHARMACEUTICALS INC,CMN,040047607,1923,75400,SH,DFND,1,75400,0,0,Put
ARENA PHARMACEUTICALS INC,CMN,040047607,0,1,SH,SOLE,1,0,0,1,
ARENA PHARMACEUTICALS INC,CMN,040047607,754,29564,SH,DFND,2,29564,0,0,
ARES CAP CORP,CNV,04010LAM5,2310,2259000,PRN,DFND,1,2259000,0,0,
ARES CAP CORP,CNV,04010LAJ2,990,985000,PRN,DFND,1,985000,0,0,
ARES CAP CORP,CMN,04010L103,21508,1312256,SH,DFND,1,1312256,0,0,
ARES CAP CORP,CMN,04010L103,238,14500,SH,DFND,1,14500,0,0,Call
ARES CAP CORP,CMN,04010L103,180,11000,SH,DFND,1,11000,0,0,Put
ARES CAP CORP,CMN,04010L103,580,35389,SH,DFND,6,35389,0,0,
ARES COML REAL ESTATE CORP,CMN,04013V108,475,35713,SH,DFND,1,35713,0,0,
ARES COML REAL ESTATE CORP,CMN,04013V108,261,19637,SH,DFND,2,19637,0,0,
ARGAN INC,CMN,04010E109,5971,88784,SH,DFND,1,88784,0,0,
ARGAN INC,CMN,04010E109,12232,181890,SH,DFND,2,181890,0,0,
ARGO GROUP INTL HLDGS LTD,CMN,G0464B107,3953,64279,SH,DFND,1,64279,0,0,
ARGO GROUP INTL HLDGS LTD,CMN,G0464B107,9754,158600,SH,DFND,2,158600,0,0,
ARISTA NETWORKS INC,CMN,040413106,133255,702785,SH,DFND,1,702785,0,0,
ARISTA NETWORKS INC,CMN,040413106,1555,8200,SH,DFND,1,8200,0,0,Put
ARISTA NETWORKS INC,CMN,040413106,1024,5400,SH,DFND,1,5400,0,0,Call
ARISTA NETWORKS INC,CMN,040413106,20661,108966,SH,DFND,2,107622,0,1344,
ARK RESTAURANTS CORP,CMN,040712101,1357,55693,SH,DFND,1,55693,0,0,
ARLINGTON ASSET INVT CORP,CMN,041356205,613,48163,SH,DFND,1,48163,0,0,
ARMADA HOFFLER PPTYS INC,CMN,04208T108,2210,160059,SH,DFND,1,160059,0,0,
ARMADA HOFFLER PPTYS INC,CMN,04208T108,273,19734,SH,DFND,2,19734,0,0,
ARMOUR RESIDENTIAL REIT INC,CMN,042315507,8344,310175,SH,DFND,1,310175,0,0,
ARMOUR RESIDENTIAL REIT INC,CMN,042315507,2715,100933,SH,DFND,2,100933,0,0,
ARMSTRONG FLOORING INC,CMN,04238R106,763,48423,SH,DFND,1,48423,0,0,
ARMSTRONG FLOORING INC,CMN,04238R106,214,13565,SH,DFND,2,13565,0,0,
ARMSTRONG WORLD INDS INC NEW,CMN,04247X102,20543,400842,SH,DFND,1,400714,0,128,
ARMSTRONG WORLD INDS INC NEW,CMN,04247X102,3073,59969,SH,DFND,2,59969,0,0,
ARQULE INC,CMN,04269E107,21,18968,SH,DFND,1,18968,0,0,
ARRAY BIOPHARMA INC,CMN,04269X105,13185,1071969,SH,DFND,1,1071969,0,0,
ARRAY BIOPHARMA INC,CMN,04269X105,3567,290000,SH,DFND,1,290000,0,0,Put
ARRAY BIOPHARMA INC,CMN,04269X105,4645,377662,SH,DFND,2,377662,0,0,
ARRIS INTL INC,CMN,G0551A103,15030,527569,SH,DFND,1,526529,0,1040,
ARRIS INTL INC,CMN,G0551A103,51,1800,SH,DFND,1,1800,0,0,Put
ARRIS INTL INC,CMN,G0551A103,18678,655597,SH,DFND,2,589671,0,65926,
ARRIS INTL INC,CMN,G0551A103,114,3985,SH,OTR,"6,2",0,3985,0,
ARROW ELECTRS INC,CMN,042735100,114703,1426472,SH,DFND,1,1426472,0,0,
ARROW ELECTRS INC,CMN,042735100,5759,71617,SH,DFND,2,70084,0,1533,
ARROWHEAD PHARMACEUTICALS IN,CMN,04280A100,189,43590,SH,DFND,1,43590,0,0,
ARTESIAN RESOURCES CORP,CMN,043113208,269,7124,SH,DFND,2,7124,0,0,
ARTISAN PARTNERS ASSET MGMT,CMN,04316A108,23387,717404,SH,DFND,1,717404,0,0,
ARTISAN PARTNERS ASSET MGMT,CMN,04316A108,503,15437,SH,DFND,2,15437,0,0,
ASANKO GOLD INC,CMN,04341Y105,1907,2000602,SH,DFND,1,2000602,0,0,
ASANKO GOLD INC,CMN,04341Y105,145,152022,SH,DFND,3,152022,0,0,
ASBURY AUTOMOTIVE GROUP INC,CMN,043436104,27797,454943,SH,DFND,1,454943,0,0,
ASBURY AUTOMOTIVE GROUP INC,CMN,043436104,10767,176220,SH,DFND,2,176220,0,0,
ASCENA RETAIL GROUP INC,CMN,04351G101,5557,2268325,SH,DFND,1,2268325,0,0,
ASCENA RETAIL GROUP INC,CMN,04351G101,641,261800,SH,DFND,1,261800,0,0,Call
ASCENA RETAIL GROUP INC,CMN,04351G101,106,43300,SH,DFND,2,43300,0,0,
ASHFORD HOSPITALITY PRIME IN,CMN,044102101,639,67213,SH,DFND,1,67213,0,0,
ASHFORD HOSPITALITY TR INC,CMN,044103109,441,66121,SH,DFND,1,66121,0,0,
ASHFORD HOSPITALITY TR INC,CMN,044103109,232,34758,SH,DFND,2,34758,0,0,
ASHLAND GLOBAL HLDGS INC,CMN,044186104,13901,212592,SH,DFND,1,212592,0,0,
ASHLAND GLOBAL HLDGS INC,CMN,044186104,85,1300,SH,DFND,1,1300,0,0,Put
ASHLAND GLOBAL HLDGS INC,CMN,044186104,7219,110400,SH,DFND,1,110400,0,0,Call
ASHLAND GLOBAL HLDGS INC,CMN,044186104,48590,743084,SH,DFND,2,732584,0,10500,
ASML HOLDING N V,CMN,N07059210,57279,334574,SH,DFND,1,323425,0,11149,
ASML HOLDING N V,CMN,N07059210,1318,7700,SH,DFND,1,7700,0,0,Put
ASML HOLDING N V,CMN,N07059210,4280,25000,SH,DFND,1,25000,0,0,Call
ASML HOLDING N V,CMN,N07059210,26695,155930,SH,DFND,2,155930,0,0,
ASML HOLDING N V,CMN,N07059210,1573,9188,SH,DFND,6,9188,0,0,
ASPEN AEROGELS INC,CMN,04523Y105,63,14379,SH,DFND,1,14379,0,0,
ASPEN INSURANCE HOLDINGS LTD,CMN,G05384105,35369,875473,SH,DFND,1,875473,0,0,
ASPEN INSURANCE HOLDINGS LTD,CMN,G05384105,2527,62541,SH,DFND,2,60415,0,2126,
ASPEN TECHNOLOGY INC,CMN,045327103,22392,356504,SH,DFND,1,356504,0,0,
ASPEN TECHNOLOGY INC,CMN,045327103,13,200,SH,DFND,1,200,0,0,Call
ASPEN TECHNOLOGY INC,CMN,045327103,144,2300,SH,DFND,1,2300,0,0,Put
ASPEN TECHNOLOGY INC,CMN,045327103,23819,379229,SH,DFND,2,379229,0,0,
ASSEMBLY BIOSCIENCES INC,CMN,045396108,404,11572,SH,DFND,1,11572,0,0,
ASSOCIATED BANC CORP,WTS,045487113,1895,383669,SH,DFND,1,383669,0,0,
ASSOCIATED BANC CORP,CMN,045487105,9162,377817,SH,DFND,1,377817,0,0,
ASSOCIATED BANC CORP,CMN,045487105,8918,367735,SH,DFND,2,350486,0,17249,
ASSURANT INC,CMN,04621X108,47988,502388,SH,DFND,1,502378,0,10,
ASSURANT INC,CMN,04621X108,5559,58194,SH,DFND,2,54712,0,3482,
ASSURANT INC,CMN,04621X108,831,8696,SH,DFND,3,2,0,8694,
ASSURED GUARANTY LTD,CMN,G0585R106,121963,3230807,SH,DFND,1,3230807,0,0,
ASSURED GUARANTY LTD,CMN,G0585R106,434,11500,SH,DFND,1,11500,0,0,Put
ASSURED GUARANTY LTD,CMN,G0585R106,457,12100,SH,DFND,1,12100,0,0,Call
ASSURED GUARANTY LTD,CMN,G0585R106,4151,109970,SH,DFND,2,107609,0,2361,
ASTEC INDS INC,CMN,046224101,1872,33414,SH,DFND,1,33414,0,0,
ASTEC INDS INC,CMN,046224101,310,5536,SH,DFND,2,5536,0,0,
